R_fighter,B_fighter,date,Winner,target,weight_class,R_age,B_age,R_fights_since_finish,R_win_rate_l5_vs_career,R_finish_rate_trend,R_longest_lose_streak_ever,R_comeback_flag,R_avg_fights_between_losses,B_fights_since_finish,B_win_rate_l5_vs_career,B_finish_rate_trend,B_longest_lose_streak_ever,B_comeback_flag,B_avg_fights_between_losses,fights_since_finish_dif,win_rate_l5_vs_career_dif,finish_rate_trend_dif,longest_lose_streak_ever_dif,comeback_flag_dif,avg_fights_between_losses_dif,R_cum_fights,B_cum_fights
Corey Anderson,Johnny Walker,2019-11-02,Red,1,Light Heavyweight,30,27,5.0,-0.15000000000000002,-0.25,2.0,1.0,3.0,0.0,0.1428571428571429,-0.00952380952380949,1.0,0.0,3.0,5.0,-0.2928571428571429,-0.2404761904761905,1.0,1.0,0.0,16,21
Brad Tavares,Edmen Shahbazyan,2019-11-02,Blue,0,Middleweight,31,21,1.0,0.017391304347826098,-0.10434782608695653,2.0,1.0,3.0,0.0,0.0,-0.09999999999999998,0.0,0.0,3.0,1.0,0.017391304347826098,-0.004347826086956552,2.0,1.0,0.0,23,10
Andrei Arlovski,Jairzinho Rozenstruik,2019-11-02,Blue,0,Heavyweight,40,31,13.0,-0.38333333333333336,-0.4166666666666667,5.0,1.0,3.0,0.0,0.0,-0.07499999999999996,0.0,0.0,3.0,13.0,-0.38333333333333336,-0.34166666666666673,5.0,1.0,0.0,48,8
Katlyn Chookagian,Jennifer Maia,2019-11-02,Red,1,Women's Flyweight,30,31,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,7.0,0.0608695652173914,-0.34782608695652173,2.0,0.0,3.0,-5.0,-0.12753623188405805,0.2811594202898551,0.0,0.0,0.0,6,23
Julio Arce,Hakeem Dawodu,2019-11-02,Blue,0,Featherweight,30,28,0.0,-0.042105263157894646,0.12631578947368421,2.0,1.0,3.0,0.0,-0.033333333333333326,-0.38333333333333336,1.0,0.0,3.0,0.0,-0.00877192982456132,0.5096491228070176,1.0,1.0,0.0,19,12
Shane Burgos,Makwan Amirkhani,2019-11-02,Red,1,Featherweight,28,31,1.0,-0.12307692307692308,-0.29230769230769227,1.0,0.0,3.0,0.0,-0.033333333333333326,-0.21111111111111114,1.0,0.0,3.0,1.0,-0.08974358974358976,-0.08119658119658113,0.0,0.0,0.0,13,18
Zelim Imadaev,Danny Roberts,2019-11-09,Blue,0,Welterweight,24,32,1.0,-0.0888888888888888,-0.0888888888888888,1.0,0.0,3.0,3.0,-0.36190476190476184,-0.3714285714285714,2.0,0.0,3.0,-2.0,0.27301587301587305,0.2825396825396826,-1.0,0.0,0.0,9,21
Magomed Ankalaev,Dalcha Lungiambula,2019-11-09,Red,1,Light Heavyweight,27,32,1.0,-0.10909090909090902,0.054545454545454564,1.0,0.0,3.0,0.0,0.09090909090909094,0.054545454545454564,1.0,0.0,3.0,1.0,-0.19999999999999996,0.0,0.0,0.0,0.0,11,11
Ramazan Emeev,Rocco Martin,2019-11-09,Blue,0,Welterweight,32,30,4.0,0.1428571428571429,-0.3238095238095238,1.0,0.0,3.0,2.0,0.03809523809523818,-0.07619047619047614,2.0,0.0,3.0,2.0,0.10476190476190472,-0.24761904761904768,-1.0,0.0,0.0,21,21
Zabit Magomedsharipov,Calvin Kattar,2019-11-09,Red,1,Featherweight,28,31,1.0,0.05555555555555558,-0.1777777777777778,1.0,0.0,3.0,0.0,-0.2333333333333334,0.09999999999999998,2.0,1.0,3.0,1.0,0.288888888888889,-0.2777777777777778,-1.0,-1.0,0.0,18,24
Alekander Volkov,Greg Hardy,2019-11-09,Red,1,Heavyweight,31,31,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,1.0,-0.11428571428571432,-0.11428571428571432,1.0,0.0,3.0,1.0,0.04761904761904767,0.04761904761904767,1.0,0.0,0.0,6,7
Khadis Ibragimov,Ed Herman,2019-11-09,Blue,0,Light Heavyweight,24,39,1.0,-0.0888888888888888,0.0444444444444444,1.0,0.0,3.0,0.0,-0.38536585365853654,-0.28780487804878047,4.0,0.0,3.0,1.0,0.29647696476964774,0.33224932249322486,-3.0,0.0,0.0,9,41
Rustam Khabilov,Sergey Khandozhko,2019-11-09,Red,1,Welterweight,33,27,10.0,-0.051851851851851816,-0.3333333333333333,2.0,1.0,3.0,1.0,-0.012499999999999956,-0.19374999999999998,1.0,0.0,3.0,9.0,-0.03935185185185186,-0.13958333333333334,1.0,1.0,0.0,27,32
Abubakar Nurmagomedov,David Zawada,2019-11-09,Blue,0,Welterweight,30,29,5.0,-0.2333333333333334,-0.5555555555555556,1.0,0.0,3.0,2.0,-0.16190476190476188,-0.2666666666666666,2.0,0.0,3.0,3.0,-0.07142857142857151,-0.288888888888889,-1.0,0.0,0.0,18,21
Alexander Yakovlev,Roosevelt Roberts,2019-11-09,Blue,0,Lightweight,35,25,0.0,-0.11428571428571432,-0.11428571428571421,2.0,1.0,3.0,2.0,-0.0888888888888888,-0.1777777777777778,1.0,0.0,3.0,-2.0,-0.02539682539682553,0.0634920634920636,1.0,1.0,0.0,35,9
Jessica-Rose Clark,Pannie Kianzad,2019-11-09,Blue,0,Women's Bantamweight,32,28,10.0,0.0,-0.26666666666666666,2.0,1.0,3.0,10.0,-0.08750000000000002,-0.1875,3.0,1.0,3.0,0.0,0.08750000000000002,-0.07916666666666666,-1.0,0.0,0.0,15,16
Grigorii Popov,Davey Grant,2019-11-09,Blue,0,Bantamweight,35,34,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,4.0,-0.3142857142857143,-0.4428571428571429,2.0,0.0,3.0,-2.0,0.24761904761904763,0.37619047619047624,0.0,0.0,0.0,6,14
Roman Kopylov,Karl Roberson,2019-11-09,Blue,0,Middleweight,28,29,0.0,0.0,0.125,0.0,0.0,3.0,4.0,-0.20000000000000007,-0.3,1.0,0.0,3.0,-4.0,0.20000000000000007,0.425,-1.0,0.0,0.0,8,10
Shamil Gamzatov,Klidson Abreu,2019-11-09,Red,1,Light Heavyweight,29,27,3.0,0.0,-0.36923076923076925,0.0,0.0,3.0,2.0,-0.033333333333333326,-0.1777777777777778,1.0,0.0,3.0,1.0,0.033333333333333326,-0.19145299145299144,-1.0,0.0,0.0,13,18
Sergio Moraes,James Krause,2019-11-16,Blue,0,Welterweight,37,33,2.0,-0.29999999999999993,-0.25,2.0,0.0,3.0,0.0,0.21212121212121215,-0.23636363636363633,2.0,1.0,3.0,2.0,-0.5121212121212121,-0.013636363636363669,0.0,-1.0,0.0,20,33
Jan Blachowicz,Jacare Souza,2019-11-16,Red,1,Light Heavyweight,36,40,0.0,0.050000000000000044,-0.13124999999999998,2.0,1.0,3.0,1.0,-0.3307692307692307,-0.17692307692307685,2.0,0.0,3.0,-1.0,0.38076923076923075,0.04567307692307687,0.0,1.0,0.0,32,26
Antonio Arroyo,Andre Muniz,2019-11-16,Blue,0,Middleweight,30,29,0.0,0.18181818181818177,0.07272727272727275,1.0,0.0,3.0,0.0,-0.018181818181818188,-0.12727272727272732,1.0,0.0,3.0,0.0,0.19999999999999996,0.20000000000000007,0.0,0.0,0.0,11,22
Markus Perez,Wellington Turman,2019-11-16,Blue,0,Middleweight,21,23,0.0,-0.2571428571428571,-0.04285714285714293,1.0,0.0,3.0,1.0,-0.033333333333333326,-0.21111111111111114,1.0,0.0,3.0,-1.0,-0.2238095238095238,0.1682539682539682,0.0,0.0,0.0,14,18
Douglas Silva de Andrade,Renan Barao,2019-11-16,Red,1,Featherweight,34,32,3.0,-0.2666666666666667,-0.29999999999999993,1.0,0.0,3.0,7.0,-0.5906976744186045,-0.5348837209302325,4.0,1.0,3.0,-4.0,0.3240310077519378,0.23488372093023258,-3.0,-1.0,0.0,30,43
Charles Oliveira,Jared Gordon,2019-11-16,Red,1,Lightweight,30,31,0.0,0.25,0.3055555555555556,3.0,1.0,3.0,4.0,-0.2333333333333334,-0.2444444444444444,2.0,0.0,3.0,-4.0,0.4833333333333334,0.55,1.0,1.0,0.0,36,18
Francisco Trinaldo,Bobby Green,2019-11-16,Red,1,Lightweight,41,33,1.0,-0.3666666666666667,-0.23333333333333334,1.0,0.0,3.0,8.0,-0.5058823529411764,-0.5,4.0,1.0,3.0,-7.0,0.13921568627450975,0.26666666666666666,-3.0,-1.0,0.0,30,34
Warlley Alves,Randy Brown,2019-11-16,Blue,0,Welterweight,29,29,0.0,-0.22352941176470587,-0.18823529411764706,2.0,1.0,3.0,0.0,-0.18571428571428572,-0.24285714285714288,1.0,0.0,3.0,0.0,-0.037815126050420145,0.054621848739495826,1.0,1.0,0.0,17,14
Ariane Lipski,Isabela De Pauda,2019-11-16,Red,1,Women's Flyweight,25,28,3.0,-0.08750000000000002,-0.09999999999999998,2.0,0.0,3.0,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,1.0,-0.02083333333333337,-0.033333333333333326,0.0,0.0,0.0,16,6
Vanessa Melo,Tracy Cortez,2019-11-16,Blue,0,Women's Bantamweight,31,26,8.0,0.17500000000000004,-0.125,2.0,1.0,3.0,2.0,0.1428571428571429,0.11428571428571432,1.0,0.0,3.0,6.0,0.03214285714285714,-0.23928571428571432,1.0,1.0,0.0,16,7
Ricardo Ramos,Eduardo Garagorri,2019-11-16,Red,1,Featherweight,24,30,0.0,-0.07499999999999996,-0.22499999999999998,1.0,0.0,3.0,1.0,0.0,0.03076923076923077,0.0,0.0,3.0,-1.0,-0.07499999999999996,-0.25576923076923075,1.0,0.0,0.0,16,13
Makhmud Muradov,Trevor Smith,2019-12-07,Red,1,Light Heavyweight,29,38,1.0,0.2068965517241379,-0.020689655172413834,2.0,0.0,3.0,12.0,-0.22499999999999998,-0.4166666666666667,2.0,0.0,3.0,-11.0,0.4318965517241379,0.39597701149425285,0.0,0.0,0.0,29,24
Alistair Overeem,Jairzinho Rozenstruik,2019-12-07,Blue,0,Heavyweight,39,31,0.0,-0.11428571428571432,-0.23492063492063486,3.0,1.0,3.0,0.0,0.0,-0.0888888888888888,0.0,0.0,3.0,0.0,-0.11428571428571432,-0.14603174603174607,3.0,1.0,0.0,63,9
Stefan Struve,Ben Rothwell,2019-12-07,Blue,0,Heavyweight,31,36,0.0,-0.32499999999999996,-0.25,3.0,1.0,3.0,3.0,-0.35,-0.2875,3.0,0.0,3.0,-3.0,0.025000000000000022,0.03749999999999998,0.0,1.0,0.0,40,48
Aspen Ladd,Yana Kunitskaya,2019-12-07,Red,1,Women's Bantamweight,24,30,2.0,-0.0888888888888888,-0.2666666666666666,1.0,0.0,3.0,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,0.0,-0.022222222222222143,-0.19999999999999996,-1.0,0.0,0.0,9,6
Rob Font,Ricky Simon,2019-12-07,Red,1,Bantamweight,32,27,2.0,-0.20000000000000007,-0.15000000000000002,1.0,0.0,3.0,3.0,-0.08235294117647052,-0.0117647058823529,1.0,0.0,3.0,-1.0,-0.11764705882352955,-0.13823529411764712,0.0,0.0,0.0,20,17
Bryce Mitchell,Matt Sayles,2019-12-07,Red,1,Featherweight,25,25,3.0,0.0,-0.32727272727272727,0.0,0.0,3.0,0.0,-0.20000000000000007,-0.09999999999999998,1.0,0.0,3.0,3.0,0.20000000000000007,-0.2272727272727273,-1.0,0.0,0.0,11,10
Joe Solecki,Matt Wiman,2019-12-07,Red,1,Lightweight,26,36,0.0,0.0,-0.09999999999999998,1.0,0.0,3.0,3.0,-0.06666666666666665,-0.175,2.0,1.0,3.0,-3.0,0.06666666666666665,0.07500000000000001,-1.0,-1.0,0.0,10,24
Mallory Martin,Virna Jandiroba,2019-12-07,Red,1,Women's Strawweight,25,31,2.0,0.25,0.22499999999999998,2.0,1.0,3.0,1.0,-0.1333333333333333,-0.33333333333333326,1.0,0.0,3.0,1.0,0.3833333333333333,0.5583333333333332,1.0,1.0,0.0,8,15
Thiago Alves,Tim Means,2019-12-07,Blue,0,Welterweight,36,35,7.0,-0.22162162162162158,-0.3783783783783784,2.0,1.0,3.0,1.0,-0.29047619047619044,-0.34761904761904766,2.0,1.0,3.0,6.0,0.06885456885456886,-0.03075933075933074,0.0,0.0,0.0,37,42
Billy Quarantillo,Jacob Kilburn,2019-12-07,Red,1,Featherweight,30,24,0.0,0.1428571428571429,0.15714285714285714,1.0,0.0,3.0,0.0,0.0,-0.19999999999999996,1.0,0.0,3.0,0.0,0.1428571428571429,0.3571428571428571,0.0,0.0,0.0,14,10
Amanda Nunes,Germaine de Randamie,2019-12-14,Red,1,Women's Bantamweight,31,35,0.0,0.18181818181818177,0.07272727272727275,1.0,0.0,3.0,0.0,0.25,0.26666666666666666,1.0,0.0,3.0,0.0,-0.06818181818181823,-0.1939393939393939,0.0,0.0,0.0,22,12
Peter Yan,Urijah Faber,2019-12-14,Red,1,Bantamweight,26,40,3.0,0.0,0.0,3.0,0.0,3.0,0.0,-0.1777777777777778,-0.39999999999999997,2.0,1.0,3.0,3.0,0.1777777777777778,0.39999999999999997,1.0,-1.0,0.0,3,45
Marlon Moraes,Jose Aldo,2019-12-14,Red,1,Bantamweight,31,33,1.0,0.04137931034482767,0.0482758620689655,2.0,0.0,3.0,1.0,-0.2611111111111112,0.016666666666666607,2.0,1.0,3.0,0.0,0.30249042145593885,0.031609195402298895,0.0,-1.0,0.0,29,36
Kamaru Usman,Colby Covington,2019-12-14,Red,1,Welterweight,32,31,4.0,0.0625,-0.2375,1.0,0.0,3.0,5.0,0.0625,-0.4375,1.0,0.0,3.0,-1.0,0.0,0.2,0.0,0.0,0.0,16,16
Brandon Moreno,Kai Kara France,2019-12-14,Red,1,Flyweight,26,26,1.0,-0.3142857142857143,-0.17142857142857137,2.0,1.0,3.0,3.0,0.2857142857142857,-0.22857142857142854,3.0,0.0,3.0,-2.0,-0.6,0.05714285714285716,-1.0,1.0,0.0,21,28
Geoff Neal,Mike Perry,2019-12-14,Red,1,Welterweight,29,28,0.0,0.1428571428571429,0.15714285714285714,1.0,0.0,3.0,6.0,-0.3222222222222222,-0.6111111111111112,2.0,1.0,3.0,-6.0,0.4650793650793651,0.7682539682539683,-1.0,-1.0,0.0,14,18
Jessica Eye,Viviane Araujo,2019-12-14,Red,1,Women's Flyweight,33,33,8.0,-0.036363636363636376,-0.22727272727272727,4.0,1.0,3.0,1.0,0.11111111111111116,0.022222222222222254,1.0,0.0,3.0,7.0,-0.14747474747474754,-0.24949494949494952,3.0,1.0,0.0,22,9
Ian Heinisch,Omari Akhmedov,2019-12-14,Blue,0,Middleweight,31,32,3.0,-0.06666666666666665,0.0,1.0,0.0,3.0,7.0,0.008333333333333415,-0.5,2.0,1.0,3.0,-4.0,-0.07500000000000007,0.5,-1.0,-1.0,0.0,15,24
Ketlen Vieira,Irene Aldana,2019-12-14,Blue,0,Women's Bantamweight,28,31,1.0,0.0,-0.39999999999999997,0.0,0.0,3.0,2.0,0.11250000000000004,-0.3,2.0,1.0,3.0,-1.0,-0.11250000000000004,-0.09999999999999998,-2.0,-1.0,0.0,10,16
Punahele Soriano,Oskar Piechota,2019-12-14,Red,1,Middleweight,27,29,1.0,0.0,-0.033333333333333326,0.0,0.0,3.0,2.0,-0.18571428571428572,-0.3142857142857143,2.0,0.0,3.0,-1.0,0.18571428571428572,0.28095238095238095,-2.0,0.0,0.0,6,14
Matt Brown,Ben Saunders,2019-12-14,Red,1,Welterweight,38,36,0.0,-0.16756756756756752,-0.11351351351351346,3.0,1.0,3.0,3.0,-0.41111111111111115,-0.2722222222222222,3.0,1.0,3.0,-3.0,0.24354354354354363,0.15870870870870873,0.0,0.0,0.0,37,36
Chase Hooper,Daniel Teymur,2019-12-14,Red,1,Featherweight,20,31,0.0,-0.0888888888888888,-0.06666666666666665,1.0,0.0,3.0,4.0,-0.29999999999999993,-0.39999999999999997,3.0,0.0,3.0,-4.0,0.21111111111111114,0.3333333333333333,-2.0,0.0,0.0,9,10
Max Holloway,Alexander Volkanovski,2019-12-14,Blue,0,Featherweight,28,31,2.0,-0.039999999999999925,0.12,2.0,0.0,3.0,1.0,0.04761904761904767,-0.3142857142857143,1.0,0.0,3.0,1.0,-0.0876190476190476,0.4342857142857143,1.0,0.0,0.0,25,21
Seungwoo Choi,Suman Mokhtarian,2019-12-21,Red,1,Featherweight,27,27,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,1.0,-0.0888888888888888,-0.1777777777777778,1.0,0.0,3.0,1.0,0.022222222222222143,0.11111111111111116,1.0,0.0,0.0,6,9
Volkan Oezdemir,Aleksandar Rakic,2019-12-21,Red,1,Light Heavyweight,30,27,0.0,-0.4095238095238095,-0.2666666666666666,3.0,0.0,3.0,0.0,0.07692307692307687,-0.1692307692307693,1.0,0.0,3.0,0.0,-0.4864468864468864,-0.09743589743589731,2.0,0.0,0.0,21,13
Dooho Choi,Charles Jourdain,2019-12-21,Blue,0,Featherweight,28,24,2.0,0.0,0.0,2.0,0.0,3.0,1.0,-0.018181818181818188,-0.018181818181818188,1.0,0.0,3.0,1.0,0.018181818181818188,0.018181818181818188,1.0,0.0,0.0,5,11
Da Un Jung,Mike Rodriguez,2019-12-21,Red,1,Light Heavyweight,31,31,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,1.0,-0.11428571428571432,-0.11428571428571432,1.0,0.0,3.0,1.0,0.04761904761904767,0.04761904761904767,1.0,0.0,0.0,6,14
 Jun Yong Park,Marc-Andre Barriault,2019-12-21,Red,1,Middleweight,28,29,1.0,0.08571428571428574,0.02857142857142858,1.0,0.0,3.0,3.0,-0.33333333333333326,-0.1333333333333333,3.0,0.0,3.0,-2.0,0.419047619047619,0.16190476190476188,-2.0,0.0,0.0,14,15
Kyung Ho Kang,Liu Pingyuan,2019-12-21,Red,1,Bantamweight,32,26,1.0,0.16000000000000003,-0.12,2.0,1.0,3.0,3.0,0.050000000000000044,-0.09999999999999998,2.0,0.0,3.0,-2.0,0.10999999999999999,-0.020000000000000018,0.0,1.0,0.0,25,20
Dong Hyun Ma,Omar Antonio Morales Ferrer,2019-12-21,Blue,0,Lightweight,31,34,3.0,0.0482758620689655,-0.21379310344827585,2.0,1.0,3.0,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,1.0,0.11494252873563215,-0.1471264367816092,0.0,1.0,0.0,29,6
Alexandre Pantoja,Matt Schnell,2019-12-21,Red,1,Flyweight,29,29,1.0,-0.24,-0.19999999999999996,1.0,0.0,3.0,0.0,0.022222222222222254,-0.15555555555555556,2.0,1.0,3.0,1.0,-0.26222222222222225,-0.0444444444444444,-1.0,-1.0,0.0,25,18
Raoni Barcelos,Said Nurmagomedov,2019-12-21,Red,1,Bantamweight,32,27,0.0,0.06666666666666665,0.13333333333333341,1.0,0.0,3.0,0.0,0.0714285714285714,-0.17142857142857137,1.0,0.0,3.0,0.0,-0.004761904761904745,0.3047619047619048,0.0,0.0,0.0,15,14
Miranda Granger,Amanda Lemos,2019-12-21,Blue,0,Women's Strawweight,27,32,1.0,0.0,-0.05714285714285705,0.0,0.0,3.0,1.0,-0.15000000000000002,-0.15000000000000002,1.0,0.0,3.0,0.0,0.15000000000000002,0.09285714285714297,-1.0,0.0,0.0,7,8
Heili Alateng,Ryan Benoit,2019-12-21,Red,1,Bantamweight,28,30,1.0,-0.01904761904761909,0.06666666666666671,3.0,1.0,3.0,0.0,-0.06666666666666665,-0.19999999999999996,1.0,0.0,3.0,1.0,0.04761904761904756,0.26666666666666666,2.0,1.0,0.0,21,15
Ciryl Gane,Tanner Boser,2019-12-21,Red,1,Heavyweight,29,28,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-0.13913043478260867,-0.23478260869565215,2.0,1.0,3.0,-1.0,0.13913043478260867,0.23478260869565215,-2.0,-1.0,0.0,5,23
Frankie Edgar,Chan Sung Jung,2019-12-21,Blue,0,Featherweight,38,32,3.0,-0.14193548387096777,-0.15483870967741936,3.0,0.0,3.0,0.0,-0.16190476190476188,-0.06666666666666665,2.0,1.0,3.0,3.0,0.019969278033794113,-0.08817204301075271,1.0,-1.0,0.0,31,21
Anthony Pettis,Diego Ferreira,2020-01-18,Blue,0,Lightweight,32,34,1.0,-0.3096774193548387,-0.1806451612903226,3.0,1.0,3.0,2.0,0.11111111111111116,-0.09999999999999998,2.0,1.0,3.0,-1.0,-0.4207885304659499,-0.08064516129032262,1.0,0.0,0.0,31,18
Conor McGregor,Donald Cerrone,2020-01-18,Red,1,Welterweight,31,36,1.0,-0.24,-0.36,1.0,0.0,3.0,3.0,-0.12,-0.14,3.0,1.0,3.0,-2.0,-0.12,-0.21999999999999997,-2.0,-1.0,0.0,25,50
Holly Holm,Raquel Pennington,2020-01-18,Red,1,Women's Bantamweight,38,31,3.0,-0.3058823529411765,-0.27058823529411763,3.0,1.0,3.0,6.0,0.0117647058823529,-0.23529411764705882,2.0,0.0,3.0,-3.0,-0.3176470588235294,-0.03529411764705881,1.0,1.0,0.0,17,17
Aleksei Oleinik,Maurice Greene,2020-01-18,Red,1,Heavyweight,42,33,2.0,-0.19999999999999996,-0.19999999999999996,2.0,0.0,3.0,1.0,-0.12727272727272732,-0.1454545454545454,1.0,0.0,3.0,1.0,-0.07272727272727264,-0.054545454545454564,1.0,0.0,0.0,10,11
Drew Dober,Nasrat Haqparast,2020-01-18,Red,1,Lightweight,31,24,0.0,0.11250000000000004,-0.06874999999999998,2.0,1.0,3.0,0.0,-0.0461538461538461,-0.29230769230769227,1.0,0.0,3.0,0.0,0.15865384615384615,0.2235576923076923,1.0,1.0,0.0,32,13
Roxanne Modafferi,Maycee Barber,2020-01-18,Red,1,Women's Flyweight,37,21,3.0,-0.18974358974358974,-0.03076923076923077,6.0,0.0,3.0,0.0,0.0,0.09999999999999998,0.0,0.0,3.0,3.0,-0.18974358974358974,-0.13076923076923075,6.0,0.0,0.0,39,10
Tim Elliott,Askar Askarov,2020-01-18,Blue,0,Flyweight,33,27,1.0,-0.19999999999999996,-0.15999999999999998,3.0,1.0,3.0,1.0,-0.11666666666666659,-0.11666666666666659,1.0,0.0,3.0,0.0,-0.08333333333333337,-0.04333333333333339,2.0,1.0,0.0,25,12
Brian Kelleher,Ode Obsourne,2020-01-18,Red,1,Bantamweight,33,38,3.0,-0.2551724137931034,-0.31724137931034485,3.0,0.0,3.0,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,1.0,-0.18850574712643675,-0.2505747126436782,1.0,0.0,0.0,29,6
Sabina Mazo,JJ Aldrich,2020-01-18,Red,1,Women's Flyweight,22,27,4.0,-0.07499999999999996,-0.04999999999999999,1.0,0.0,3.0,6.0,0.13333333333333341,0.0,1.0,0.0,3.0,-2.0,-0.20833333333333337,-0.04999999999999999,0.0,0.0,0.0,8,6
Aleksa Camur,Justin Ledet,2020-01-18,Red,1,Light Heavyweight,24,21,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.15000000000000002,-0.38333333333333336,2.0,0.0,3.0,-3.0,0.15000000000000002,0.38333333333333336,-2.0,0.0,0.0,5,12
Andre Fili,Sodiq Yusuff,2020-01-18,Blue,0,Featherweight,29,26,0.0,0.059259259259259345,-0.2444444444444444,2.0,1.0,3.0,0.0,0.09090909090909094,0.054545454545454564,1.0,0.0,3.0,0.0,-0.031649831649831595,-0.298989898989899,1.0,1.0,0.0,27,11
Herbert Burns,Nate Landwehr,2020-01-25,Red,1,Featherweight,31,31,0.0,-0.21818181818181825,-0.036363636363636376,2.0,1.0,3.0,1.0,0.1333333333333333,0.06666666666666665,1.0,0.0,3.0,-1.0,-0.35151515151515156,-0.10303030303030303,1.0,1.0,0.0,11,15
Hannah Cifers,Angela Hill,2020-01-25,Blue,0,Women's Strawweight,27,35,3.0,0.03076923076923077,0.015384615384615385,1.0,0.0,3.0,0.0,-0.15555555555555556,-0.0222222222222222,2.0,1.0,3.0,3.0,0.18632478632478633,0.037606837606837584,-1.0,-1.0,0.0,13,18
Curtis Blaydes,Junior Dos Santos,2020-01-25,Red,1,Heavyweight,28,36,0.0,-0.012499999999999956,-0.22499999999999998,1.0,0.0,3.0,1.0,-0.1777777777777778,-0.19259259259259254,1.0,0.0,3.0,-1.0,0.16527777777777786,-0.03240740740740744,0.0,0.0,0.0,16,27
Rafael Dos Anjos,Michael Chiesa,2020-01-25,Blue,0,Welterweight,35,32,1.0,-0.3142857142857143,-0.15714285714285714,2.0,1.0,3.0,1.0,-0.1777777777777778,-0.15555555555555556,2.0,1.0,3.0,0.0,-0.13650793650793647,-0.0015873015873015817,0.0,0.0,0.0,42,18
Jordan Espinosa,Alex Perez,2020-01-25,Blue,0,Flyweight,30,27,2.0,0.13333333333333341,-0.028571428571428525,2.0,0.0,3.0,2.0,-0.014814814814814725,0.029629629629629672,2.0,0.0,3.0,0.0,0.14814814814814814,-0.0582010582010582,0.0,0.0,0.0,21,27
Jamahal Hill,Darko Stosic,2020-01-25,Red,1,Light Heavyweight,28,27,0.0,0.0,0.09999999999999998,0.0,0.0,3.0,2.0,-0.21250000000000002,0.03749999999999998,2.0,0.0,3.0,-2.0,0.21250000000000002,0.0625,-2.0,0.0,0.0,6,16
Justine Kish,Luci Pudilova,2020-01-25,Red,1,Women's Flyweight,31,25,6.0,-0.15000000000000002,-0.25,2.0,0.0,3.0,6.0,-0.2153846153846154,-0.3076923076923077,3.0,0.0,3.0,0.0,0.06538461538461537,0.05769230769230771,-1.0,0.0,0.0,8,13
Montel Jackson,Felipe Colares,2020-01-25,Red,1,Bantamweight,27,25,1.0,-0.0888888888888888,-0.06666666666666665,1.0,0.0,3.0,3.0,-0.09999999999999998,-0.29999999999999993,1.0,0.0,3.0,-2.0,0.011111111111111183,0.23333333333333328,0.0,0.0,0.0,9,10
Sara McMann,Lina Lansberg,2020-01-25,Red,1,Women's Bantamweight,39,37,2.0,-0.08750000000000002,0.025000000000000022,2.0,1.0,3.0,7.0,-0.11428571428571432,-0.2857142857142857,1.0,0.0,3.0,-5.0,0.0267857142857143,0.3107142857142857,1.0,1.0,0.0,16,14
Brett Johns,Tony Gravely,2020-01-25,Red,1,Bantamweight,27,28,2.0,-0.2823529411764706,-0.2117647058823529,2.0,0.0,3.0,0.0,0.20833333333333337,0.5416666666666667,2.0,0.0,3.0,2.0,-0.49068627450980395,-0.7534313725490196,0.0,0.0,0.0,17,24
Bevon Lewis,Dequan Townsend,2020-01-25,Red,1,Middleweight,28,33,2.0,-0.15000000000000002,0.025000000000000022,2.0,0.0,3.0,1.0,-0.09999999999999998,-0.16666666666666663,2.0,1.0,3.0,1.0,-0.050000000000000044,0.19166666666666665,0.0,-1.0,0.0,8,30
Arnold Allen,Nik Lentz,2020-01-25,Red,1,Featherweight,26,35,2.0,0.0625,-0.3625,1.0,0.0,3.0,2.0,-0.0976744186046512,-0.041860465116279055,3.0,0.0,3.0,0.0,0.1601744186046512,-0.32063953488372093,-2.0,0.0,0.0,16,43
Derrick Lewis,Ilir Latifi,2020-02-08,Red,1,Heavyweight,35,36,3.0,-0.1333333333333333,-0.4333333333333333,2.0,0.0,3.0,2.0,-0.05217391304347829,-0.07826086956521738,2.0,0.0,3.0,1.0,-0.08115942028985501,-0.3550724637681159,0.0,0.0,0.0,30,23
Trevin Giles,James Krause,2020-02-08,Red,1,Middleweight,27,33,2.0,-0.24615384615384617,-0.36923076923076925,2.0,0.0,3.0,0.0,0.20588235294117652,-0.24705882352941178,2.0,1.0,3.0,2.0,-0.4520361990950227,-0.12217194570135748,0.0,-1.0,0.0,13,34
Valentina Shevchenko,Katlyn Chookagian,2020-02-08,Red,1,Women's Flyweight,31,31,1.0,-0.05714285714285705,-0.17142857142857137,1.0,0.0,3.0,2.0,-0.06666666666666665,-0.06666666666666665,2.0,0.0,3.0,-1.0,0.009523809523809601,-0.10476190476190472,-1.0,0.0,0.0,21,6
