R_fighter,B_fighter,date,Winner,target,weight_class,R_age,B_age,R_fights_since_finish,R_win_rate_l5_vs_career,R_finish_rate_trend,R_longest_lose_streak_ever,R_comeback_flag,R_avg_fights_between_losses,B_fights_since_finish,B_win_rate_l5_vs_career,B_finish_rate_trend,B_longest_lose_streak_ever,B_comeback_flag,B_avg_fights_between_losses,fights_since_finish_dif,win_rate_l5_vs_career_dif,finish_rate_trend_dif,longest_lose_streak_ever_dif,comeback_flag_dif,avg_fights_between_losses_dif,R_cum_fights,B_cum_fights
Punahele Soriano,Nikolay Veretennikov,2025-10-04,Red,1,Welterweight,32,35,0.0,-0.1333333333333333,-0.19999999999999996,2.0,1.0,3.0,3.0,-0.08421052631578951,-0.12631578947368416,3.0,0.0,3.0,-3.0,-0.04912280701754379,-0.0736842105263158,-1.0,1.0,0.0,15,19
Macy Chiasson,Yana Santos,2025-10-04,Blue,0,Women's Bantamweight,34,35,1.0,-0.11428571428571432,-0.028571428571428525,1.0,0.0,3.0,14.0,-0.24,-0.32,3.0,1.0,3.0,-13.0,0.12571428571428567,0.2914285714285715,-2.0,-1.0,0.0,14,25
Chris Gutierrez,Farid Basharat,2025-10-04,Blue,0,Bantamweight,34,28,7.0,-0.12727272727272732,-0.30303030303030304,2.0,1.0,3.0,2.0,0.0,-0.3384615384615384,0.0,0.0,3.0,5.0,-0.12727272727272732,0.035431235431235386,2.0,1.0,0.0,33,13
Ramiz Brahimaj,Austin Vanderford,2025-10-04,Red,1,Welterweight,32,35,0.0,0.07777777777777783,0.07777777777777783,1.0,0.0,3.0,0.0,-0.2666666666666667,-0.1333333333333333,2.0,1.0,3.0,0.0,0.34444444444444455,0.21111111111111114,-1.0,-1.0,0.0,18,15
Veronica Hardy,Brogan Walker,2025-10-04,Red,1,Women's Flyweight,29,37,6.0,0.17500000000000004,-0.1875,4.0,1.0,3.0,2.0,-0.43636363636363634,0.1090909090909091,2.0,1.0,3.0,4.0,0.6113636363636363,-0.2965909090909091,2.0,0.0,0.0,16,11
Deiveson Figueiredo,Montel Jackson,2025-10-11,Red,1,Bantamweight,37,33,3.0,-0.20000000000000007,-0.39999999999999997,2.0,1.0,3.0,1.0,0.11111111111111116,-0.09999999999999998,1.0,0.0,3.0,2.0,-0.3111111111111112,-0.3,1.0,1.0,0.0,30,18
Vicente Luque,Joel Alvarez,2025-10-11,Blue,0,Welterweight,33,32,1.0,-0.2666666666666666,-0.38333333333333336,3.0,1.0,3.0,0.0,-0.08461538461538454,-0.08461538461538454,1.0,0.0,3.0,1.0,-0.18205128205128207,-0.2987179487179488,2.0,1.0,0.0,36,26
Jhonata Diniz,Mario Pinto,2025-10-11,Blue,0,Heavyweight,34,27,3.0,-0.09999999999999998,-0.29999999999999993,1.0,0.0,3.0,0.0,0.0,0.07272727272727275,0.0,0.0,3.0,3.0,-0.09999999999999998,-0.3727272727272727,1.0,0.0,0.0,10,11
Ricardo Ramos,Kaan Ofli,2025-10-11,Blue,0,Featherweight,30,32,6.0,-0.3037037037037037,-0.4444444444444444,2.0,1.0,3.0,3.0,-0.24705882352941178,-0.0117647058823529,3.0,0.0,3.0,3.0,-0.05664488017429192,-0.4326797385620915,-1.0,1.0,0.0,27,17
Lucas Almeida,Michael Aswell Jr.,2025-10-11,Blue,0,Featherweight,34,25,6.0,-0.36190476190476184,-0.6666666666666666,2.0,1.0,3.0,1.0,-0.3058823529411765,-0.4470588235294118,2.0,1.0,3.0,5.0,-0.056022408963585346,-0.21960784313725484,0.0,0.0,0.0,21,17
Charles Oliveira,Mateusz Gamrot,2025-10-11,Red,1,Lightweight,35,34,3.0,-0.34468085106382973,-0.4595744680851063,3.0,0.0,3.0,3.0,-0.06206896551724128,-0.2482758620689655,1.0,0.0,3.0,0.0,-0.28261188554658845,-0.2112986060161408,2.0,0.0,0.0,47,29
Vitor Petrino,Thomas Petersen,2025-10-11,Red,1,Heavyweight,28,30,0.0,-0.2571428571428571,-0.24285714285714288,2.0,0.0,3.0,4.0,-0.1692307692307693,-0.4153846153846154,1.0,0.0,3.0,-4.0,-0.08791208791208782,0.17252747252747253,1.0,0.0,0.0,14,13
Bia Mesquita,Irina Alekseeva,2025-10-11,Red,1,Women's Bantamweight,34,35,0.0,0.0,-0.1333333333333333,2.0,1.0,3.0,3.0,-0.15555555555555556,-0.2444444444444444,3.0,0.0,3.0,-3.0,0.15555555555555556,0.1111111111111111,-1.0,1.0,0.0,15,9
Lucas Rocha,Stewart Nicoll,2025-10-11,Red,1,Flyweight,25,29,1.0,-0.09473684210526312,-0.13684210526315788,1.0,0.0,3.0,2.0,-0.20000000000000007,-0.09999999999999998,2.0,0.0,3.0,-1.0,0.10526315789473695,-0.0368421052631579,-1.0,0.0,0.0,19,10
Julia Polastri,Karolina Kowalkiewicz,2025-10-11,Red,1,Women's Strawweight,27,39,5.0,-0.45,-0.35,2.0,1.0,3.0,5.0,-0.015384615384615441,-0.15384615384615385,6.0,1.0,3.0,0.0,-0.43461538461538457,-0.19615384615384612,-4.0,0.0,0.0,20,26
Luan Lacerda,Saimon Oliveira,2025-10-11,Red,1,Bantamweight,32,34,2.0,-0.20000000000000007,-0.06666666666666665,2.0,0.0,3.0,4.0,-0.35,-0.4666666666666666,3.0,0.0,3.0,-2.0,0.1499999999999999,0.39999999999999997,-1.0,0.0,0.0,15,24
Jafel Filho,Clayton Carpenter,2025-10-11,Red,1,Flyweight,32,29,1.0,-0.20000000000000007,-0.15000000000000002,1.0,0.0,3.0,1.0,-0.0888888888888888,-0.06666666666666665,1.0,0.0,3.0,0.0,-0.11111111111111127,-0.08333333333333337,0.0,0.0,0.0,20,9
Kevin Holland,Mike Malott,2025-10-18,Blue,0,Welterweight,32,33,1.0,-0.2666666666666666,-0.3333333333333333,3.0,1.0,3.0,0.0,0.0,-0.1333333333333333,2.0,1.0,3.0,1.0,-0.2666666666666666,-0.2,1.0,0.0,0.0,45,15
Marlon Vera,Aiemann Zahabi,2025-10-18,Blue,0,Bantamweight,32,37,4.0,-0.2666666666666666,-0.3277777777777778,2.0,0.0,3.0,3.0,0.125,-0.16249999999999998,2.0,1.0,3.0,1.0,-0.3916666666666666,-0.1652777777777778,0.0,-1.0,0.0,36,16
Manon Fiorot,Jasmine Jasudavicius,2025-10-18,Red,1,Women's Flyweight,35,36,6.0,-0.05714285714285705,-0.42857142857142855,1.0,0.0,3.0,0.0,0.16666666666666663,0.21111111111111108,1.0,0.0,3.0,6.0,-0.22380952380952368,-0.6396825396825396,0.0,0.0,0.0,14,18
Charles Jourdain,Davey Grant,2025-10-18,Red,1,Bantamweight,29,39,0.0,-0.029629629629629672,-0.15555555555555556,3.0,1.0,3.0,3.0,0.09166666666666667,-0.1416666666666666,2.0,1.0,3.0,-3.0,-0.12129629629629635,-0.01388888888888895,1.0,0.0,0.0,27,24
Kyle Nelson,Matt Frevola,2025-10-18,Red,1,Lightweight,34,35,1.0,-0.06666666666666665,-0.21666666666666667,4.0,1.0,3.0,3.0,-0.231578947368421,-0.021052631578947323,3.0,1.0,3.0,-2.0,0.16491228070175434,-0.19561403508771935,1.0,0.0,0.0,24,19
Kyle Prepolec,Drew Dober,2025-10-18,Blue,0,Lightweight,36,36,2.0,-0.04285714285714293,0.09999999999999998,2.0,1.0,3.0,4.0,-0.43043478260869567,-0.2782608695652174,4.0,0.0,3.0,-2.0,0.38757763975155274,0.3782608695652174,-2.0,1.0,0.0,28,46
Reinier de Ridder,Brendan Allen,2025-10-18,Blue,0,Middleweight,35,29,1.0,0.08695652173913049,0.017391304347826098,2.0,1.0,3.0,4.0,-0.18125000000000002,-0.39375,2.0,0.0,3.0,-3.0,0.2682065217391305,0.4111413043478261,0.0,1.0,0.0,23,32
Bruno Silva,HyunSung Park,2025-10-18,Red,1,Flyweight,35,29,5.0,-0.6388888888888888,-0.5555555555555556,5.0,1.0,3.0,1.0,-0.20952380952380956,-0.36190476190476184,2.0,0.0,3.0,4.0,-0.4293650793650793,-0.19365079365079374,3.0,1.0,0.0,36,21
Danny Barlow,Djorden Santos,2025-10-18,Blue,0,Middleweight,30,28,2.0,-0.09999999999999998,0.0,1.0,0.0,3.0,5.0,-0.1692307692307693,-0.5384615384615384,2.0,0.0,3.0,-3.0,0.06923076923076932,0.5384615384615384,-1.0,0.0,0.0,10,13
Stephanie Luciano,Ravena Oliveira,2025-10-18,Red,1,Women's Strawweight,25,28,4.0,-0.06666666666666665,-0.0222222222222222,1.0,0.0,3.0,1.0,0.10000000000000009,0.10000000000000009,2.0,1.0,3.0,3.0,-0.16666666666666674,-0.12222222222222229,-1.0,-1.0,0.0,9,10
Azamat Bekoev,Yousri Belgaroui,2025-10-18,Blue,0,Middleweight,29,33,0.0,0.125,0.09166666666666667,1.0,0.0,3.0,0.0,0.07272727272727275,0.054545454545454564,1.0,0.0,3.0,0.0,0.05227272727272725,0.03712121212121211,0.0,0.0,0.0,24,11
Melissa Croden,Tainara Lisboa,2025-10-18,Red,1,Women's Bantamweight,34,34,0.0,0.050000000000000044,0.050000000000000044,1.0,0.0,3.0,2.0,0.10000000000000009,0.0,1.0,0.0,3.0,-2.0,-0.050000000000000044,0.050000000000000044,0.0,0.0,0.0,8,10
Cody Gibson,Aoriqileng,2025-10-18,Blue,0,Bantamweight,38,32,2.0,-0.23636363636363633,-0.16363636363636364,3.0,1.0,3.0,5.0,0.025000000000000022,-0.125,2.0,1.0,3.0,-3.0,-0.26136363636363635,-0.038636363636363635,1.0,0.0,0.0,33,8
Nasrat Haqparast,Quillan Salkilld,2025-10-25,Blue,0,Lightweight,30,25,2.0,0.24,-0.2,3.0,1.0,3.0,1.0,0.09999999999999998,-0.19999999999999996,1.0,0.0,3.0,1.0,0.14,-5.551115123125783e-17,2.0,1.0,0.0,25,10
Virna Jandiroba,Mackenzie Dern,2025-10-25,Blue,0,Women's Strawweight,37,32,2.0,0.11111111111111116,-0.35555555555555557,1.0,0.0,3.0,0.0,-0.13913043478260867,-0.19130434782608696,2.0,1.0,3.0,2.0,0.25024154589371983,-0.1642512077294686,-1.0,-1.0,0.0,27,23
Umar Nurmagomedov,Mario Bautista,2025-10-25,Red,1,Bantamweight,29,32,3.0,-0.1499999999999999,-0.25,1.0,0.0,3.0,5.0,0.10526315789473684,-0.47368421052631576,1.0,0.0,3.0,-2.0,-0.25526315789473675,0.22368421052631576,0.0,0.0,0.0,20,19
Alexander Volkov,Jailton Almeida,2025-10-25,Red,1,Heavyweight,37,34,2.0,0.015686274509803977,0.03137254901960784,2.0,0.0,3.0,0.0,-0.08461538461538454,-0.24615384615384617,1.0,0.0,3.0,2.0,0.10030165912518851,0.277526395173454,1.0,0.0,0.0,51,26
Aleksandar Rakic,Azamat Murzakanov,2025-10-25,Blue,0,Light Heavyweight,33,36,6.0,-0.33684210526315783,-0.5263157894736842,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,-0.33684210526315783,-0.5263157894736842,3.0,0.0,0.0,19,15
Ludovit Klein,Mateusz Rebecki,2025-10-25,Red,1,Lightweight,30,33,3.0,0.0,-0.19999999999999996,2.0,1.0,3.0,3.0,-0.26956521739130435,-0.29565217391304344,1.0,0.0,3.0,0.0,0.26956521739130435,0.09565217391304348,1.0,1.0,0.0,30,23
Valter Walker,Louie Sutherland,2025-10-25,Red,1,Heavyweight,27,31,0.0,-0.1333333333333333,0.06666666666666676,1.0,0.0,3.0,0.0,-0.0235294117647058,-0.07058823529411762,1.0,0.0,3.0,0.0,-0.1098039215686275,0.13725490196078438,0.0,0.0,0.0,15,17
Hamdy Abdelwahab,Chris Barnett,2025-10-25,Red,1,Heavyweight,32,39,3.0,-0.15000000000000002,-0.22499999999999998,1.0,0.0,3.0,1.0,-0.31875,-0.16249999999999998,3.0,0.0,3.0,2.0,0.16874999999999996,-0.0625,-2.0,0.0,0.0,8,32
Azat Maksum,Mitch Raposo,2025-10-25,Blue,0,Flyweight,30,27,3.0,-0.2823529411764706,-0.38823529411764707,2.0,0.0,3.0,3.0,-0.29230769230769227,-0.1384615384615384,3.0,0.0,3.0,0.0,0.009954751131221684,-0.24977375565610865,-1.0,0.0,0.0,17,13
Jaqueline Amorim,Mizuki,2025-10-25,Blue,0,Women's Strawweight,30,31,0.0,0.08333333333333337,0.08333333333333337,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,-3.0,0.08333333333333337,0.08333333333333337,0.0,0.0,0.0,12,3
Ikram Aliskerov,JunYong Park,2025-10-25,Red,1,Middleweight,32,34,1.0,-0.09473684210526312,-0.03157894736842104,1.0,0.0,3.0,3.0,0.050000000000000044,0.15000000000000002,1.0,0.0,3.0,-2.0,-0.14473684210526316,-0.18157894736842106,0.0,0.0,0.0,19,12
Nathaniel Wood,Jose Delgado,2025-10-25,Red,1,Featherweight,32,27,10.0,-0.15000000000000002,-0.4642857142857143,2.0,1.0,3.0,0.0,0.09090909090909094,0.09090909090909094,1.0,0.0,3.0,10.0,-0.24090909090909096,-0.5551948051948052,1.0,1.0,0.0,28,11
Jeremiah Wells,Themba Gorimbo,2025-11-01,Red,1,Welterweight,39,34,3.0,-0.12222222222222223,-0.15555555555555556,2.0,0.0,3.0,3.0,0.10000000000000009,-0.2,2.0,1.0,3.0,0.0,-0.22222222222222232,0.04444444444444445,0.0,-1.0,0.0,18,20
Allan Nascimento,Cody Durden,2025-11-01,Red,1,Catch Weight,34,34,1.0,0.022222222222222254,-0.19259259259259254,1.0,0.0,3.0,2.0,-0.4785714285714286,-0.2642857142857143,2.0,1.0,3.0,-1.0,0.5007936507936508,0.07169312169312175,-1.0,-1.0,0.0,27,28
Isaac Dulgarian,Yadier del Valle,2025-11-01,Blue,0,Featherweight,29,29,0.0,-0.07499999999999996,-0.07499999999999996,1.0,0.0,3.0,0.0,0.0,-0.15555555555555556,0.0,0.0,3.0,0.0,-0.07499999999999996,0.0805555555555556,1.0,0.0,0.0,8,9
Steve Garcia,David Onama,2025-11-01,Red,1,Featherweight,33,31,1.0,0.23076923076923073,0.18461538461538463,2.0,1.0,3.0,3.0,-0.07499999999999996,-0.4875,1.0,0.0,3.0,-2.0,0.3057692307692307,0.6721153846153847,1.0,1.0,0.0,26,16
Waldo Cortes Acosta,Ante Delija,2025-11-01,Red,1,Heavyweight,34,35,2.0,-0.07499999999999996,-0.2375,1.0,0.0,3.0,0.0,-0.012499999999999956,-0.025000000000000022,1.0,0.0,3.0,2.0,-0.0625,-0.21249999999999997,0.0,0.0,0.0,16,32
Timmy Cuamba,ChangHo Lee,2025-11-01,Red,1,Bantamweight,26,31,1.0,0.050000000000000044,-0.19999999999999996,3.0,1.0,3.0,1.0,0.15000000000000002,-0.29999999999999993,2.0,0.0,3.0,0.0,-0.09999999999999998,0.09999999999999998,1.0,1.0,0.0,20,20
Charles Radtke,Daniel Frunza,2025-11-01,Red,1,Welterweight,35,31,1.0,-0.08750000000000002,-0.03749999999999998,2.0,0.0,3.0,1.0,0.050000000000000044,0.13333333333333341,1.0,0.0,3.0,0.0,-0.13750000000000007,-0.1708333333333334,1.0,0.0,0.0,16,12
Ketlen Vieira,Norma Dumont,2025-11-01,Blue,0,Women's Bantamweight,34,35,10.0,-0.18947368421052635,-0.3157894736842105,1.0,0.0,3.0,11.0,0.1428571428571429,-0.14285714285714285,1.0,0.0,3.0,-1.0,-0.33233082706766925,-0.17293233082706766,0.0,0.0,0.0,19,14
Alice Ardelean,Montserrat Conejo Ruiz,2025-11-01,Red,1,Women's Strawweight,33,32,4.0,-0.011111111111111183,-0.2444444444444444,3.0,1.0,3.0,1.0,-0.09999999999999998,-0.35000000000000003,3.0,1.0,3.0,3.0,0.0888888888888888,0.10555555555555562,0.0,0.0,0.0,18,20
Phil Rowe,Seokhyeon Ko,2025-11-01,Blue,0,Welterweight,35,32,1.0,-0.21111111111111114,-0.21111111111111114,2.0,1.0,3.0,2.0,0.16666666666666663,-0.41111111111111115,2.0,0.0,3.0,-1.0,-0.37777777777777777,0.2,0.0,1.0,0.0,18,18
Billy Elekana,Kevin Christian,2025-11-01,Red,1,Light Heavyweight,30,30,2.0,0.0,-0.2,1.0,0.0,3.0,0.0,0.18181818181818177,0.18181818181818177,1.0,0.0,3.0,2.0,-0.18181818181818177,-0.3818181818181818,0.0,0.0,0.0,10,11
Donte Johnson,Sedriques Dumas,2025-11-01,Red,1,Middleweight,26,30,0.0,0.0,0.0,0.0,0.0,3.0,8.0,-0.4666666666666666,-0.4,3.0,0.0,3.0,-8.0,0.4666666666666666,0.4,-3.0,0.0,0.0,6,15
Talita Alencar,Ariane Carnelossi,2025-11-01,Red,1,Women's Strawweight,35,32,5.0,-0.15000000000000002,-0.375,1.0,0.0,3.0,3.0,-0.20000000000000007,-0.19999999999999996,2.0,0.0,3.0,2.0,0.050000000000000044,-0.17500000000000004,-1.0,0.0,0.0,8,20
Mayra Bueno Silva,Jacqueline Cavalcanti,2025-11-08,Blue,0,Women's Bantamweight,34,28,4.0,-0.431578947368421,-0.27368421052631575,4.0,1.0,3.0,5.0,0.09999999999999998,-0.3,1.0,0.0,3.0,-1.0,-0.5315789473684209,0.026315789473684237,3.0,1.0,0.0,19,10
Ricky Simon,Raoni Barcelos,2025-11-08,Blue,0,Bantamweight,33,38,1.0,-0.35862068965517235,-0.17931034482758618,4.0,1.0,3.0,2.0,-0.20000000000000007,-0.24,2.0,1.0,3.0,-1.0,-0.1586206896551723,0.060689655172413814,2.0,0.0,0.0,29,25
Gabriel Bonfim,Randy Brown,2025-11-08,Red,1,Welterweight,28,35,1.0,-0.1499999999999999,-0.44999999999999996,1.0,0.0,3.0,0.0,0.022222222222222254,-0.08148148148148143,1.0,0.0,3.0,1.0,-0.17222222222222217,-0.3685185185185185,0.0,0.0,0.0,20,27
Matt Schnell,Joseph Morales,2025-11-08,Blue,0,Flyweight,35,31,4.0,-0.24285714285714288,-0.22857142857142854,3.0,1.0,3.0,0.0,-0.07499999999999996,-0.22499999999999998,2.0,1.0,3.0,4.0,-0.16785714285714293,-0.0035714285714285587,1.0,0.0,0.0,28,16
Muslim Salikhov,Uros Medic,2025-11-08,Blue,0,Welterweight,41,32,0.0,0.006896551724137945,-0.020689655172413834,2.0,1.0,3.0,0.0,-0.18571428571428572,-0.18571428571428572,1.0,0.0,3.0,0.0,0.19261083743842367,0.1650246305418719,1.0,1.0,0.0,29,14
Christian Leroy Duncan,Marco Tulio,2025-11-08,Red,1,Middleweight,30,31,0.0,-0.05714285714285705,-0.11428571428571432,1.0,0.0,3.0,0.0,0.0625,0.25,1.0,0.0,3.0,0.0,-0.11964285714285705,-0.3642857142857143,0.0,0.0,0.0,14,16
Tecia Pennington,Denise Gomes,2025-11-08,Blue,0,Women's Strawweight,36,25,5.0,-0.05217391304347829,-0.08695652173913043,5.0,1.0,3.0,0.0,0.06666666666666676,-0.06666666666666665,2.0,1.0,3.0,5.0,-0.11884057971014506,-0.02028985507246378,3.0,0.0,0.0,23,15
Josh Hokit,Max Gimenis,2025-11-08,Red,1,Heavyweight,27,32,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.05714285714285705,-0.11428571428571432,1.0,0.0,3.0,0.0,0.05714285714285705,0.11428571428571432,-1.0,0.0,0.0,6,7
Miles Johns,Daniel Marcos,2025-11-08,Blue,0,Bantamweight,31,32,7.0,-0.35,-0.3,2.0,0.0,3.0,6.0,-0.44999999999999996,-0.4,2.0,1.0,3.0,1.0,0.09999999999999998,0.10000000000000003,0.0,-1.0,0.0,20,20
Zach Reese,Jackson McVey,2025-11-08,Red,1,Catch Weight,31,26,4.0,0.02857142857142858,-0.08571428571428569,1.0,0.0,3.0,2.0,-0.15000000000000002,-0.15000000000000002,2.0,0.0,3.0,2.0,0.1785714285714286,0.06428571428571433,-1.0,0.0,0.0,7,8
Hyder Amil,Jamall Emmers,2025-11-08,Blue,0,Featherweight,35,36,2.0,-0.12307692307692308,-0.015384615384615441,1.0,0.0,3.0,0.0,-0.12413793103448278,-0.013793103448275834,1.0,0.0,3.0,2.0,0.001061007957559701,-0.0015915119363396069,0.0,0.0,0.0,13,29
Chris Padilla,Ismael Bonfim,2025-11-08,Red,1,Lightweight,30,29,1.0,0.26086956521739135,0.19130434782608696,3.0,1.0,3.0,4.0,-0.36923076923076925,-0.3,2.0,1.0,3.0,-3.0,0.6301003344481606,0.49130434782608695,1.0,0.0,0.0,23,26
Beneil Dariush,Benoit Saint Denis,2025-11-15,Blue,0,Lightweight,36,29,8.0,-0.35,-0.40625,3.0,1.0,3.0,0.0,-0.09999999999999998,-0.09999999999999998,2.0,1.0,3.0,8.0,-0.25,-0.30625,1.0,0.0,0.0,32,10
Leon Edwards,Carlos Prates,2025-11-15,Blue,0,Welterweight,34,32,4.0,-0.18571428571428572,-0.15714285714285714,2.0,0.0,3.0,0.0,-0.14193548387096777,-0.07741935483870965,2.0,0.0,3.0,4.0,-0.04377880184331795,-0.07972350230414749,0.0,0.0,0.0,28,31
Valentina Shevchenko,Zhang Weili,2025-11-15,Red,1,Women's Flyweight,37,36,5.0,-0.2333333333333334,-0.5,2.0,1.0,3.0,4.0,0.09999999999999998,-0.4333333333333333,2.0,1.0,3.0,1.0,-0.33333333333333337,-0.06666666666666671,0.0,0.0,0.0,30,30
Bo Nickal,Rodolfo Vieira,2025-11-15,Red,1,Middleweight,29,36,2.0,-0.0888888888888888,-0.1777777777777778,1.0,0.0,3.0,2.0,-0.20000000000000007,-0.33333333333333326,1.0,0.0,3.0,0.0,0.11111111111111127,0.15555555555555545,0.0,0.0,0.0,9,15
Jack Della Maddalena,Islam Makhachev,2025-11-15,Blue,0,Welterweight,29,34,1.0,0.09999999999999998,-0.29999999999999993,2.0,0.0,3.0,0.0,0.033333333333333326,0.10000000000000009,1.0,0.0,3.0,1.0,0.06666666666666665,-0.4,1.0,0.0,0.0,20,30
Roman Kopylov,Gregory Rodrigues,2025-11-15,Blue,0,Middleweight,33,33,1.0,-0.1777777777777778,-0.2666666666666666,2.0,1.0,3.0,0.0,0.050000000000000044,-0.025000000000000022,1.0,0.0,3.0,1.0,-0.22777777777777786,-0.24166666666666659,1.0,1.0,0.0,18,24
Sean Brady,Michael Morales,2025-11-15,Blue,0,Welterweight,32,26,0.0,-0.14736842105263148,-0.07368421052631574,1.0,0.0,3.0,0.0,0.0,-0.1777777777777778,0.0,0.0,3.0,0.0,-0.14736842105263148,0.10409356725146207,1.0,0.0,0.0,19,18
Malcolm Wellmaker,Ethyn Ewing,2025-11-15,Blue,0,Featherweight,31,29,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.19999999999999996,0.10000000000000009,2.0,1.0,3.0,0.0,-0.19999999999999996,-0.10000000000000009,-2.0,-1.0,0.0,10,10
Viacheslav Borshchev,Matheus Camilo,2025-11-15,Blue,0,Lightweight,33,24,5.0,-0.3625,-0.4375,2.0,1.0,3.0,4.0,-0.09230769230769231,-0.26153846153846155,2.0,0.0,3.0,1.0,-0.2701923076923077,-0.17596153846153845,0.0,1.0,0.0,16,13
Kyle Daukaus,Gerald Meerschaert,2025-11-15,Red,1,Middleweight,32,37,0.0,0.23809523809523814,0.18095238095238098,2.0,1.0,3.0,3.0,-0.2551724137931034,-0.2206896551724138,3.0,1.0,3.0,-3.0,0.49326765188834154,0.40164203612479477,-1.0,0.0,0.0,21,58
Erin Blanchfield,Tracy Cortez,2025-11-15,Red,1,Women's Flyweight,26,31,3.0,-0.07499999999999996,-0.03749999999999998,1.0,0.0,3.0,9.0,-0.05714285714285705,-0.14285714285714285,1.0,0.0,3.0,-6.0,-0.017857142857142905,0.10535714285714287,0.0,0.0,0.0,16,14
Angela Hill,Fatima Kline,2025-11-15,Blue,0,Women's Strawweight,40,25,3.0,0.0444444444444444,0.033333333333333354,3.0,1.0,3.0,0.0,-0.09999999999999998,0.0,1.0,0.0,3.0,3.0,0.14444444444444438,0.033333333333333354,2.0,1.0,0.0,36,10
Pat Sabatini,Chepe Mariscal,2025-11-15,Red,1,Featherweight,35,33,2.0,-0.014814814814814725,-0.11851851851851847,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,-1.0,-0.014814814814814725,-0.11851851851851847,1.0,0.0,0.0,27,5
Baisangur Susurkaev,Eric McConico,2025-11-15,Red,1,Middleweight,24,35,0.0,0.0,-0.10909090909090902,0.0,0.0,3.0,2.0,0.08571428571428574,-0.09999999999999998,2.0,1.0,3.0,-2.0,-0.08571428571428574,-0.009090909090909038,-2.0,-1.0,0.0,11,14
Volkan Oezdemir,Alonzo Menifield,2025-11-22,Red,1,Light Heavyweight,36,38,1.0,-0.12413793103448278,-0.15172413793103445,3.0,1.0,3.0,5.0,-0.10833333333333339,-0.5416666666666666,3.0,1.0,3.0,-4.0,-0.015804597701149392,0.3899425287356322,0.0,0.0,0.0,29,24
Arman Tsarukyan,Dan Hooker,2025-11-22,Red,1,Lightweight,29,35,1.0,-0.07999999999999996,-0.19999999999999996,1.0,0.0,3.0,2.0,-0.06666666666666665,-0.3,2.0,1.0,3.0,-1.0,-0.013333333333333308,0.10000000000000003,-1.0,-1.0,0.0,25,36
Belal Muhammad,Ian Machado Garry,2025-11-22,Blue,0,Welterweight,37,28,3.0,-0.027586206896551668,-0.006896551724137917,1.0,0.0,3.0,5.0,-0.09999999999999998,-0.3,1.0,0.0,3.0,-2.0,0.07241379310344831,0.2931034482758621,0.0,0.0,0.0,29,10
Waldo Cortes Acosta,Shamil Gaziev,2025-11-22,Red,1,Heavyweight,34,35,0.0,-0.08235294117647052,-0.07058823529411762,1.0,0.0,3.0,1.0,-0.275,-0.35,1.0,0.0,3.0,-1.0,0.1926470588235295,0.27941176470588236,0.0,0.0,0.0,17,16
Tagir Ulanbekov,Kyoji Horiguchi,2025-11-22,Blue,0,Flyweight,34,35,2.0,0.09999999999999998,0.09999999999999998,1.0,0.0,3.0,2.0,-0.04999999999999993,-0.3,2.0,1.0,3.0,0.0,0.1499999999999999,0.39999999999999997,-1.0,-1.0,0.0,20,40
Bogdan Grad,Luke Riley,2025-11-22,Blue,0,Featherweight,30,26,2.0,-0.20000000000000007,-0.39999999999999997,2.0,0.0,3.0,0.0,0.0,-0.12727272727272732,0.0,0.0,3.0,2.0,-0.20000000000000007,-0.27272727272727265,2.0,0.0,0.0,20,11
Jack Hermansson,Myktybek Orolbai,2025-11-22,Blue,0,Welterweight,37,27,7.0,-0.34285714285714286,-0.5142857142857142,2.0,0.0,3.0,0.0,-0.0235294117647058,-0.10588235294117654,1.0,0.0,3.0,7.0,-0.31932773109243706,-0.4084033613445377,1.0,0.0,0.0,35,17
Alex Perez,Asu Almabayev,2025-11-22,Blue,0,Flyweight,33,31,1.0,-0.5352941176470589,-0.18235294117647055,3.0,1.0,3.0,6.0,-0.08461538461538454,-0.46153846153846156,2.0,0.0,3.0,-5.0,-0.4506787330316744,0.279185520361991,1.0,1.0,0.0,34,26
Nicolas Dalby,Saygid Izagakhmaev,2025-11-22,Red,1,Welterweight,41,31,2.0,-0.11875000000000002,-0.14375,4.0,0.0,3.0,0.0,0.08333333333333337,0.13333333333333341,1.0,0.0,3.0,2.0,-0.2020833333333334,-0.2770833333333334,3.0,0.0,0.0,32,24
Nurullo Aliev,Shem Rock,2025-11-22,Red,1,Lightweight,24,32,2.0,0.0,0.0,0.0,0.0,3.0,1.0,-0.012499999999999956,-0.2875,2.0,0.0,3.0,1.0,0.012499999999999956,0.2875,-2.0,0.0,0.0,10,16
Bekzat Almakhan,Aleksandre Topuria,2025-11-22,Blue,0,Bantamweight,28,29,0.0,-0.05714285714285705,-0.18571428571428572,1.0,0.0,3.0,1.0,-0.05714285714285705,-0.11428571428571432,1.0,0.0,3.0,-1.0,0.0,-0.0714285714285714,0.0,0.0,0.0,14,7
