fighter,current_elo,last_fight_date,total_fights
Quillan Salkilld,1715.1338932771737,2026-01-31,4
Kody Steele,1440.7249116344042,2025-02-08,1
Colby Thicknesse,1497.698312964462,2025-09-27,2
Aleksandre Topuria,1594.854972143215,2025-11-22,2
Jose Delgado,1616.2042505330419,2026-03-14,4
Elijah Smith,1652.580301378131,2026-03-14,3
Julius Walker,1477.9286302563498,2026-02-07,3
Nick Klein,1390.8267761525071,2025-08-02,2
Austin Vanderford,1498.2376666597468,2025-10-04,2
Eric McConico,1450.3475995207848,2025-11-15,3
Mario Pinto,1652.7824729760357,2026-03-21,3
Djorden Santos,1503.6687273869613,2025-10-18,2
Kevin Vallejos,1715.5321090282628,2026-03-14,4
Josias Musasa,1389.6287337485737,2025-09-27,2
Yuneisy Duben,1432.1347636062806,2025-03-15,1
Diyar Nurgozhay,1439.7260705994659,2026-03-07,3
Alexia Thainara,1633.6405379905932,2026-03-28,3
Andrey Pulyaev,1485.529021153088,2026-01-24,3
David Martinez,1674.0212900121244,2026-02-28,3
Ateba Gautier,1666.1998442309089,2026-01-24,4
Torrez Finney,1485.5952256596229,2026-01-31,2
Uran Satybaldiev,1517.1831041262128,2025-08-23,2
Daniel Frunza,1381.552305196517,2025-11-01,2
Luis Gurule,1362.0331822415228,2026-02-21,3
Patricio Freire,1543.4810268135477,2025-07-19,2
Gauge Young,1497.363987164296,2025-08-23,2
Malcolm Wellmaker,1538.1373908529097,2025-11-15,3
Matheus Camilo,1481.3625658101726,2025-11-15,2
Yadier del Valle,1548.5479461100783,2026-02-21,3
Michael Aswell Jr.,1469.306768241271,2026-03-21,3
Patchy Mix,1451.3844837553952,2025-10-04,2
Ariane Lipski da Silva,1461.5907003992875,2025-06-07,1
Mark Choinski,1460.0314939504005,2025-06-07,1
Andreas Gustafsson,1529.5893062607943,2025-09-06,2
JooSang Yoo,1498.2806849068713,2025-10-04,2
Rizvan Kuniev,1572.0446477224584,2026-02-07,2
Seokhyeon Ko,1618.291154765885,2025-11-01,2
Tofiq Musayev,1529.348084169205,2026-03-28,2
Alvin Hines,1460.0410113734986,2025-06-28,1
Islam Dulatov,1561.696917569342,2025-07-19,1
Jackson McVey,1404.0455890978794,2025-11-08,2
Marcus Buchecha,1479.0789101723847,2025-12-13,2
John Yannis,1433.815506221581,2025-08-02,1
Aaron Pico,1482.9100340255056,2025-08-16,1
Baisangur Susurkaev,1609.7578349665241,2025-11-15,2
Eric Nolan,1440.0,2025-08-16,1
Alibi Idiris,1479.544998399394,2026-02-21,2
Taiyilake Nueraji,1546.013590690916,2025-08-23,1
Robert Ruchala,1466.405578740345,2025-09-06,1
Ante Delija,1519.1321609173306,2026-02-21,3
Harry Hardwick,1399.5418803338712,2026-03-14,2
Axel Sola,1516.7415958119473,2026-03-21,2
Alden Coria,1590.0220293252983,2026-02-21,2
Alice Pereira,1463.001121809384,2025-09-13,1
Rodrigo Sezinando,1440.0,2025-09-13,1
Daniil Donchenko,1596.9773302802175,2026-02-07,2
Santiago Luna,1593.4648556111426,2026-02-28,2
Cam Rowston,1623.3261067432834,2026-01-31,2
Michelle Montague,1556.51841530631,2025-09-27,1
Brando Pericic,1603.4934258316134,2026-03-21,2
Elisha Ellison,1440.0,2025-09-27,1
Tre'ston Vines,1454.9705392791047,2025-10-04,1
Jakub Wiklacz,1596.683198367823,2026-02-07,2
Bia Mesquita,1607.7779754158166,2026-03-14,2
Melissa Croden,1522.759571989083,2025-12-13,2
Yousri Belgaroui,1648.654278603427,2026-03-28,2
Louie Sutherland,1418.3965187642045,2026-03-21,2
Kevin Christian,1441.8826718774055,2025-11-01,1
Donte Johnson,1577.650364099081,2026-03-07,2
Josh Hokit,1617.928497068115,2026-01-24,2
Max Gimenis,1440.0,2025-11-08,1
Ethyn Ewing,1561.3854703409659,2025-11-15,1
Luke Riley,1602.8178209820335,2026-03-21,2
Saygid Izagakhmaev,1475.5142698147156,2025-11-22,1
Abdul Rakhman Yakhyaev,1537.877983177151,2025-11-22,1
Shem Rock,1414.599890166033,2026-03-21,2
Marek Bujlo,1452.0,2025-11-22,1
Denzel Freeman,1490.071502931885,2026-01-24,2
Iwo Baraniewski,1583.8575649434877,2026-03-21,2
Cezary Oleksiejczuk,1563.3385236306117,2025-12-13,1
Yaroslav Amosov,1596.6730033761412,2025-12-13,1
Lance Gibson Jr.,1558.669571111876,2026-03-28,2
Allen Frye Jr.,1452.0,2025-12-13,1
Guilherme Pat,1548.0,2025-12-13,1
Steven Asplund,1512.8854249279218,2026-03-14,2
Isaac Thomson,1470.651425158971,2025-12-13,1
Ty Miller,1551.1086461218745,2026-01-24,1
Keiichiro Nakamura,1560.0,2026-01-31,1
Sebastian Szalay,1440.0,2026-01-31,1
Sulangrangbo,1464.0,2026-01-31,1
Lawrence Lui,1536.0,2026-01-31,1
Sangwook Kim,1452.0,2026-01-31,1
Dom Mar Fan,1548.0,2026-01-31,1
Gianni Vazquez,1453.078044257641,2026-02-07,1
Josiah Harrell,1457.6525062477087,2026-02-21,1
Jean-Paul Lebosnoyani,1540.5013534030854,2026-02-21,1
Imanol Rodriguez,1545.7885835767781,2026-02-28,1
Javier Reyes,1564.879889738101,2026-02-28,1
Regina Tarin,1547.2687512005027,2026-02-28,1
Damian Pinas,1560.0,2026-02-28,1
Wes Schultz,1440.0,2026-02-28,1
Ryan Gandra,1533.3079124817837,2026-02-28,1
Alberto Montes,1548.0922079035788,2026-03-07,1
Rafael Tobias,1435.4619640929998,2026-03-07,1
Luke Fernandez,1439.0611374087096,2026-03-07,1
Marwan Rahiki,1551.6212880392977,2026-03-14,1
Manoel Sousa,1555.1793098787896,2026-03-14,1
Hecher Sosa,1544.6934935533657,2026-03-14,1
Kurtis Campbell,1443.9698794588444,2026-03-21,1
Mantas Kondratavicius,1533.2615445133792,2026-03-21,1
Losene Keita,1484.6859215920479,2026-03-21,1
Felipe Franco,1468.0518412913143,2026-03-21,1
Shanelle Dyer,1545.8139530324513,2026-03-21,1
Lerryan Douglas,1584.0512404464503,2026-03-28,1
Tyrell Fortune,1568.82358931796,2026-03-28,1
