R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_recent_won,R_recent_avg_SIG_STR_landed,R_recent_avg_SIG_STR_pct,R_recent_avg_TD_landed,R_recent_avg_TD_pct,R_recent_avg_SUB_ATT,B_recent_won,B_recent_avg_SIG_STR_landed,B_recent_avg_SIG_STR_pct,B_recent_avg_TD_landed,B_recent_avg_TD_pct,B_recent_avg_SUB_ATT,recent_won_dif,recent_sig_str_dif,recent_td_dif,R_avg_KD,R_avg_Ctrl_Sec,B_avg_KD,B_avg_Ctrl_Sec,avg_KD_dif,avg_Ctrl_Sec_dif,target,R_finish_rate,B_finish_rate,finish_rate_dif,B_upset_potential,R_finish_vulnerability,R_wrestling_score,B_wrestling_score,wrestling_score_dif
Modestas Bukauskas,Paul Craig,-335.0,270.0,29.8507,270.0,2025-09-06,"Paris, Ile-de-France, France",France,Red,False,Light Heavyweight,MALE,3,3,0,1,2.5,0.45,1.3,1.43,0.18,4,9,38,0,0,0,0,3,6,0,9,Orthodox,190.5,193.04,205,0,3,0,3.24,0.42,0.1,0.26,0.66,3,4,22,0,0,1,2,2,1,0,6,Switch,190.5,193.04,205,31,37,3,-3,1,3,5,16,0,1,5,0.0,0.0,6,-0.74,1.2,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Elbow,1.0,5:00,300.0,330.0,900.0,2000.0,500.0,-115.0,1500.0,1.0,3.2300000000000004,0.42,0.3,0.66,0.13333333333333333,0.0,2.473333333333333,0.45333333333333337,1.6266666666666667,0.2,1.5333333333333334,1.0,0.7566666666666673,-1.3266666666666667,0.3333333333333333,139.66666666666666,0.0,21.333333333333332,0.3333333333333333,118.33333333333333,1,0.42857142857142855,0.9,-0.4714285714285715,0.9,0.17391304347826086,0.2716,1.5574,-1.2857999999999998
Bolaji Oki,Mason Jones,126.0,-148.0,126.0,67.5676,2025-09-06,"Paris, Ile-de-France, France",France,Blue,False,Lightweight,MALE,3,0,1,0,5.98,0.42,0.2,3.48,0.55,1,2,14,0,0,0,2,0,0,0,2,Orthodox,177.8,187.96,155,0,1,0,6.42,0.45,0.0,1.02,0.57,2,1,8,0,0,1,1,1,0,0,3,Orthodox,177.8,185.42,155,29,30,0,0,-1,-1,1,6,0,-1,0,0.0,2.54,1,-0.44,0.2,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Elbows,2.0,3:18,498.0,310.0,185.0,2200.0,950.0,370.0,420.0,0.6666666666666666,5.743333333333333,0.44333333333333336,1.3233333333333333,0.7733333333333333,0.0,0.6666666666666666,5.733333333333334,0.43333333333333335,3.266666666666667,0.4833333333333334,0.06666666666666667,0.0,0.009999999999998899,-1.9433333333333338,0.0,60.0,0.0,347.0,0.0,-287.0,0,0.25,0.0,0.25,0.0,0.1111111111111111,0.5813999999999999,2.1140000000000003,-1.5326000000000004
Oumar Sy,Brendson Ribeiro,-560.0,420.0,17.8571,420.0,2025-09-06,"Paris, Ile-de-France, France",France,Red,False,Light Heavyweight,MALE,3,1,0,0,3.06,0.42,0.6,0.9,0.42,2,3,11,0,0,1,0,1,1,0,3,Orthodox,190.5,205.74,205,1,0,0,3.41,0.48,0.3,2.45,0.35,2,1,7,0,0,0,1,0,1,0,2,Orthodox,193.04,210.82,205,29,28,0,0,0,1,2,4,0,1,0,-2.54,-5.08,-1,-0.35,0.3,-1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,1.0,4:42,282.0,270.0,1500.0,180.0,1300.0,230.0,850.0,0.6666666666666666,4.343333333333333,0.5533333333333333,2.956666666666667,0.3833333333333333,0.6333333333333334,0.6666666666666666,3.0933333333333337,0.42,1.0233333333333334,0.4466666666666666,0.5333333333333333,0.0,1.2499999999999991,1.9333333333333336,0.0,215.0,0.3333333333333333,4.666666666666667,-0.3333333333333333,210.33333333333334,1,0.3333333333333333,0.5,-0.16666666666666669,0.5,0.125,1.1575,0.978,0.1795
Marcin Tybura,Ante Delija,-116.0,-102.0,86.2069,98.0392,2025-09-06,"Paris, Ile-de-France, France",France,Blue,False,Heavyweight,MALE,3,0,0,0,4.28,0.38,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,239,0,2,0,3.56,0.48,0.1,1.3,0.33,5,8,54,0,1,0,7,5,1,0,14,Orthodox,190.5,198.12,249,39,35,0,-2,-5,-14,-8,-54,0,-5,-1,0.0,0.0,-4,0.72,-0.1,-1.3,,,7.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1.0,2:03,123.0,210.0,500.0,1200.0,2200.0,480.0,175.0,0.6666666666666666,3.5666666666666664,0.48333333333333334,1.38,0.33,0.1,,,,,,,,,,0.0,179.33333333333334,,,,,0,0.4,0.0,0.4,0.0,0.14545454545454545,0.529,0.0,0.529
Sam Patterson,Trey Waters,-194.0,162.0,51.5464,162.0,2025-09-06,"Paris, Ile-de-France, France",France,Red,False,Welterweight,MALE,3,0,2,0,6.39,0.44,0.8,0.4,0.33,2,1,7,0,0,0,2,0,0,0,2,Orthodox,195.58,195.58,170,0,3,0,2.62,0.37,1.6,0.82,0.5,3,1,6,0,0,0,0,1,3,0,4,Orthodox,190.5,198.12,170,29,30,0,-1,-1,-2,0,1,0,-1,-3,5.08,-2.54,1,3.77,-0.8,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,1.0,3:01,181.0,340.0,500.0,210.0,1000.0,500.0,420.0,1.0,2.646666666666667,0.37,1.5666666666666667,0.8333333333333334,3.133333333333333,1.0,6.43,0.44,0.44,0.33,0.9,0.0,-3.7833333333333328,1.1266666666666667,0.3333333333333333,33.333333333333336,0.0,13.5,0.3333333333333333,19.833333333333336,1,0.8,0.0,0.8,0.0,0.14285714285714285,2.0100000000000002,0.932,1.0780000000000003
Shauna Bannon,Sam Hughes,225.0,-275.0,225.0,36.3636,2025-09-06,"Paris, Ile-de-France, France",France,Blue,False,Women's Strawweight,FEMALE,3,0,2,0,4.41,0.47,0.2,1.12,0.29,2,5,28,0,1,2,1,1,0,0,5,Orthodox,165.1,162.56,115,0,2,0,4.32,0.43,0.7,0.0,0.0,2,1,8,0,0,1,0,0,1,0,2,Switch,165.1,165.1,115,31,33,0,0,0,3,4,20,0,1,-1,0.0,-2.54,2,0.09,-0.5,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Rear Naked Choke,2.0,1:58,418.0,340.0,-135.0,1200.0,850.0,2000.0,750.0,0.6666666666666666,4.3533333333333335,0.4166666666666667,0.0,0.0,0.2333333333333333,0.6666666666666666,4.3566666666666665,0.4633333333333334,0.94,0.29666666666666663,0.06666666666666667,0.0,-0.0033333333333329662,-0.94,0.0,44.666666666666664,0.0,137.33333333333334,0.0,-92.66666666666669,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.7,0.5248,0.1751999999999999
Johnny Walker,Zhang Mingyang,295.0,-370.0,295.0,27.027,2025-08-23,"Shanghai, Hebei, China",China,Red,False,Light Heavyweight,MALE,5,0,4,0,7.71,0.6,0.0,0.0,0.0,4,0,4,0,0,0,0,4,0,0,4,Orthodox,187.96,190.5,205,2,0,0,4.06,0.55,0.8,0.42,0.6,4,6,26,0,0,0,2,5,1,0,8,Orthodox,198.12,208.28,205,33,27,-2,4,0,-4,-6,-22,0,-1,-1,-10.16,-17.78,-6,3.65,-0.8,-0.42,,14.0,13.0,,,,,,13.0,,,,,,,,,,,,,14.0,,,,,,,,Red,KO/TKO,Punches,2.0,2:37,457.0,1700.0,2200.0,1100.0,1300.0,500.0,-260.0,0.3333333333333333,3.87,0.53,0.45,1.0,0.9,1.0,8.503333333333334,0.5733333333333334,0.0,0.0,0.0,-0.6666666666666667,-4.633333333333334,0.45,0.0,0.0,0.6666666666666666,31.666666666666668,-0.6666666666666666,-31.666666666666668,1,0.6666666666666666,0.8,-0.13333333333333341,0.8,0.2222222222222222,1.052,0.0,1.052
Brian Ortega,Aljamain Sterling,380.0,-490.0,380.0,20.4082,2025-08-23,"Shanghai, Hebei, China",China,Blue,False,Catch Weight,MALE,3,1,0,0,4.45,0.52,0.6,2.45,0.3,9,5,60,5,0,2,7,2,4,0,16,Orthodox,170.18,180.34,145,1,0,0,3.84,0.37,0.9,0.93,0.25,6,4,37,2,0,0,1,3,4,0,8,Switch,172.72,175.26,155,34,36,0,0,3,8,1,23,3,-1,0,-2.54,5.08,2,0.61,-0.3,1.52,,,,,,,,,,,,,5.0,,,,,,,,,,,,,7.0,,,,,U-DEC,,5.0,5:00,1500.0,850.0,100.0,850.0,310.0,1900.0,600.0,0.3333333333333333,4.073333333333333,0.37666666666666665,1.1366666666666667,0.26666666666666666,1.1666666666666667,0.3333333333333333,4.61,0.52,2.31,0.27,0.7,0.0,-0.5366666666666671,-1.1733333333333333,0.0,157.0,0.0,351.0,0.0,-194.0,0,0.7777777777777778,0.35294117647058826,0.42483660130718953,0.35294117647058826,0.10526315789473684,1.1325,1.335,-0.2024999999999999
Sergei Pavlovich,Waldo Cortes Acosta,-260.0,215.0,38.4615,215.0,2025-08-23,"Shanghai, Hebei, China",China,Red,False,Heavyweight,MALE,3,0,5,0,5.54,0.49,0.1,0.44,0.57,5,1,22,0,0,0,5,3,0,0,8,Orthodox,193.04,198.12,260,0,1,0,4.43,0.44,0.0,0.48,0.25,6,3,14,1,0,0,1,6,0,0,7,Southpaw,190.5,213.36,257,33,33,0,4,-1,1,-2,8,-1,-3,0,2.54,-15.24,0,1.11,0.1,-0.04,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,310.0,500.0,2500.0,2500.0,105.0,500.0,0.3333333333333333,5.383333333333334,0.44,0.16,0.08333333333333333,0.0,1.0,5.54,0.49,0.44,0.57,0.1,-0.6666666666666667,-0.1566666666666663,-0.28,0.0,130.66666666666666,0.3333333333333333,215.33333333333334,-0.3333333333333333,-84.66666666666669,1,0.75,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.2,0.12,0.3508,-0.2308
Sumudaerji,Kevin Borjas,-168.0,142.0,59.5238,142.0,2025-08-23,"Shanghai, Hebei, China",China,Red,False,Flyweight,MALE,3,0,1,0,3.96,0.44,0.0,0.0,0.0,1,2,11,0,0,0,2,0,0,0,2,Orthodox,165.1,172.72,125,0,1,0,4.43,0.5,0.5,0.67,0.35,3,4,18,0,0,1,2,1,0,0,4,Southpaw,172.72,182.88,125,29,27,0,0,-2,-2,-2,-7,0,-1,0,-7.62,-10.16,-2,-0.47,-0.5,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,125.0,300.0,1300.0,2200.0,500.0,500.0,0.3333333333333333,4.596666666666667,0.5233333333333333,0.39666666666666667,0.5333333333333333,0.6666666666666666,0.3333333333333333,4.6000000000000005,0.41333333333333333,0.0,0.0,0.0,0.0,-0.0033333333333338544,0.39666666666666667,0.0,16.666666666666668,0.3333333333333333,7.666666666666667,-0.3333333333333333,9.0,1,0.2,0.0,0.2,0.0,0.21052631578947367,0.7344999999999999,0.0,0.7344999999999999
Charles Johnson,Lone'er Kavanagh,205.0,-250.0,205.0,40.0,2025-08-23,"Shanghai, Hebei, China",China,Red,False,Flyweight,MALE,3,0,3,0,4.13,0.48,0.2,1.12,0.45,3,0,7,0,0,0,2,1,0,0,3,Orthodox,167.64,170.18,125,1,0,0,4.77,0.49,0.3,0.51,0.16,4,5,31,0,0,1,3,2,0,0,6,Switch,175.26,177.8,125,34,26,-1,3,-1,-3,-5,-24,0,-1,0,-7.62,-7.62,-8,-0.64,-0.1,0.61,,,15.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2.0,4:35,575.0,310.0,-125.0,3500.0,2200.0,950.0,500.0,0.6666666666666666,4.77,0.49666666666666665,0.5433333333333334,0.2066666666666667,0.3666666666666667,1.0,3.875,0.45499999999999996,0.56,0.225,0.1,-0.33333333333333337,0.8949999999999996,-0.016666666666666607,0.6666666666666666,96.66666666666667,0.0,196.5,0.6666666666666666,-99.83333333333333,1,0.2857142857142857,0.25,0.0357142857142857,0.25,0.15625,0.3816,0.7040000000000002,-0.3224000000000002
Rongzhu,Austin Hubbard,-295.0,240.0,33.8983,240.0,2025-08-23,"Shanghai, Hebei, China",China,Red,False,Lightweight,MALE,3,2,0,0,3.97,0.42,0.1,1.63,0.28,1,7,29,0,0,0,3,1,0,0,4,Orthodox,177.8,180.34,155,0,1,0,6.02,0.51,0.1,1.35,0.62,3,3,21,1,0,0,2,2,1,0,5,Orthodox,175.26,180.34,155,25,33,2,-1,-2,-1,4,8,-1,-1,-1,2.54,0.0,8,-2.05,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,-110.0,400.0,1000.0,1700.0,430.0,1000.0,0.3333333333333333,5.646666666666666,0.5066666666666667,1.7633333333333334,0.62,0.16666666666666666,0.3333333333333333,4.07,0.4266666666666667,1.57,0.32,0.03333333333333333,0.0,1.5766666666666653,0.19333333333333336,0.3333333333333333,16.666666666666668,0.0,169.0,0.3333333333333333,-152.33333333333334,1,0.5,0.2,0.3,0.2,0.13636363636363635,0.937,0.5564,0.38060000000000005
Michel Pereira,Kyle Daukaus,-245.0,200.0,40.8163,200.0,2025-08-23,"Shanghai, Hebei, China",China,Blue,False,Middleweight,MALE,3,2,0,0,3.32,0.53,2.1,2.08,0.25,1,4,17,0,0,0,2,0,1,0,3,Southpaw,187.96,193.04,185,2,0,0,4.46,0.51,0.7,1.21,0.56,8,4,33,0,0,1,3,2,3,0,9,Orthodox,185.42,185.42,185,31,32,0,0,-7,-6,0,-16,0,-2,-2,2.54,7.62,1,-1.14,1.4,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Elbows,1.0,0:43,43.0,240.0,550.0,950.0,600.0,160.0,1100.0,0.3333333333333333,4.46,0.5233333333333334,1.25,0.5333333333333333,0.7666666666666667,0.3333333333333333,3.22,0.52,2.12,0.25,1.9,0.0,1.2399999999999998,-0.8700000000000001,0.0,29.666666666666668,0.0,98.66666666666667,0.0,-69.0,0,0.5,0.25,0.25,0.25,0.11764705882352941,1.3776000000000002,2.62,-1.2424
Yizha,Westin Wilson,-950.0,640.0,10.5263,640.0,2025-08-23,"Shanghai, Hebei, China",China,Red,False,Featherweight,MALE,3,0,1,0,1.57,0.31,7.9,1.57,0.16,1,2,3,0,0,0,0,0,1,0,1,Southpaw,185.42,185.42,145,1,0,0,3.25,0.47,0.9,3.42,0.33,3,2,15,2,0,1,1,0,3,0,5,Orthodox,170.18,180.34,145,28,36,-1,1,-2,-4,0,-12,-2,0,-2,15.24,5.08,8,-1.68,7.0,-1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,1.0,0:37,37.0,650.0,2200.0,-145.0,1200.0,320.0,1600.0,0.0,2.8099999999999996,0.44,4.045,0.31,1.25,0.3333333333333333,1.68,0.33,1.68,0.16,8.4,-0.3333333333333333,1.1299999999999997,2.365,0.0,251.5,0.0,13.0,0.0,238.5,1,0.5,0.5,0.0,0.5,0.125,2.0286,8.151200000000001,-6.122600000000001
Xiao Long,SuYoung You,118.0,-136.0,118.0,73.5294,2025-08-23,"Shanghai, Hebei, China",China,Blue,False,Bantamweight,MALE,3,0,4,0,2.15,0.47,0.4,4.26,0.47,4,0,12,1,0,1,3,0,0,0,4,Orthodox,167.64,165.1,135,0,1,0,5.06,0.47,0.0,0.74,0.27,2,2,15,0,1,1,0,1,0,0,3,Orthodox,172.72,177.8,135,27,29,0,3,2,1,-2,-3,1,-1,0,-5.08,-12.7,2,-2.91,0.4,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,200.0,135.0,1500.0,800.0,750.0,900.0,0.5,5.19,0.51,0.9199999999999999,0.275,0.0,1.0,2.13,0.44499999999999995,4.465,0.5249999999999999,0.35,-0.5,3.0600000000000005,-3.545,0.5,202.5,0.0,380.0,0.5,-177.5,0,0.25,0.0,0.25,0.0,0.125,0.1998,2.4021999999999997,-2.2023999999999995
Dricus Du Plessis,Khamzat Chimaev,220.0,-270.0,220.0,37.037,2025-08-16,"Chicago, Illinois, USA",USA,Blue,True,Middleweight,MALE,5,0,8,0,4.04,0.6,1.8,5.29,0.55,8,0,13,0,1,0,1,2,4,0,8,Orthodox,187.96,190.5,185,0,9,0,5.18,0.48,0.7,2.22,0.51,9,0,27,3,0,1,2,4,2,0,9,Switch,185.42,193.04,185,31,31,0,-1,-1,-1,0,-14,-3,-2,2,2.54,-2.54,0,-1.14,1.1,3.07,,3.0,0.0,,,,,,,0.0,,,,,,4.0,,,,,,,3.0,,,,,,14.0,Red,U-DEC,,5.0,5:00,1500.0,700.0,500.0,1200.0,120.0,4000.0,2500.0,1.0,5.846666666666667,0.48666666666666664,2.766666666666667,0.5033333333333333,0.8333333333333334,1.0,5.6000000000000005,0.58,4.096666666666667,0.46,2.733333333333334,0.0,0.24666666666666615,-1.3299999999999996,0.0,117.33333333333333,0.0,250.66666666666666,0.0,-133.33333333333331,0,0.6,0.6666666666666666,-0.06666666666666665,0.6666666666666666,0.0,1.8322,4.7095,-2.8773
Geoff Neal,Carlos Prates,162.0,-210.0,162.0,47.619,2025-08-16,"Chicago, Illinois, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,3.77,0.55,0.0,0.21,1.0,5,1,13,0,0,0,0,5,0,0,5,Switch,185.42,198.12,170,0,1,0,5.02,0.5,0.1,0.54,0.45,6,4,31,0,0,1,1,6,1,0,9,Southpaw,180.34,190.5,170,34,31,1,-1,-1,-4,-3,-18,0,-1,-1,5.08,7.62,-3,-1.25,-0.1,-0.33,,12.0,11.0,,,,,,,,11.0,,,,,,,,,,,,,12.0,,,,,,Red,KO/TKO,Spinning Back Elbow,1.0,4:59,299.0,390.0,300.0,1900.0,2700.0,500.0,135.0,0.3333333333333333,4.996666666666667,0.5033333333333333,0.49333333333333335,0.45999999999999996,0.1,0.6666666666666666,4.29,0.5633333333333334,0.21666666666666667,0.6666666666666666,0.0,-0.3333333333333333,0.706666666666667,0.27666666666666667,0.3333333333333333,108.0,1.6666666666666667,59.666666666666664,-1.3333333333333335,48.333333333333336,0,0.7,0.8333333333333334,-0.13333333333333341,0.8333333333333334,0.125,0.343,0.21,0.13300000000000003
Jared Cannonier,Michael Page,188.0,-225.0,188.0,44.4444,2025-08-16,"Chicago, Illinois, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,2.28,0.58,0.0,0.19,0.16,1,1,9,0,0,0,2,0,0,0,2,Switch,190.5,200.66,170,0,1,0,4.42,0.49,0.0,0.54,0.4,3,8,58,1,0,1,3,7,0,0,11,Switch,180.34,195.58,185,41,38,0,0,-2,-9,-7,-49,-1,-7,0,10.16,5.08,-3,-2.14,0.0,-0.35,,,9.0,,,,,,,9.0,,,,,,,,,,,,,,15.0,,,,,,Red,U-DEC,,3.0,5:00,900.0,330.0,-105.0,2500.0,2700.0,650.0,420.0,0.3333333333333333,4.466666666666667,0.49666666666666665,0.46,0.44,0.0,0.6666666666666666,2.3466666666666662,0.6266666666666666,0.3566666666666667,0.22,0.0,-0.3333333333333333,2.1200000000000006,0.10333333333333333,0.6666666666666666,169.0,0.0,82.66666666666667,0.6666666666666666,86.33333333333333,0,0.5833333333333334,0.0,0.5833333333333334,0.0,0.13559322033898305,0.21600000000000003,0.0304,0.18560000000000001
Gerald Meerschaert,Michal Oleksiejczuk,180.0,-210.0,180.0,47.619,2025-08-16,"Chicago, Illinois, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,5.85,0.53,0.0,1.02,0.42,2,7,26,0,0,1,0,7,0,0,8,Southpaw,182.88,187.96,185,2,0,0,3.01,0.45,1.4,1.82,0.3,3,11,49,0,0,0,0,1,11,0,12,Southpaw,185.42,195.58,185,37,30,-2,1,-1,-4,-4,-23,0,6,-11,-2.54,-7.62,-7,2.84,-1.4,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,1.0,3:03,183.0,700.0,650.0,360.0,1400.0,1200.0,-115.0,0.3333333333333333,3.0799999999999996,0.45,1.99,0.33666666666666667,1.5,0.3333333333333333,5.336666666666666,0.5099999999999999,1.06,0.42666666666666675,0.0,0.0,-2.2566666666666664,0.9299999999999999,0.0,159.33333333333334,0.3333333333333333,69.33333333333333,-0.3333333333333333,90.00000000000001,0,0.9230769230769231,0.7777777777777778,0.14529914529914534,0.7777777777777778,0.22,1.946,0.4284,1.5175999999999998
Jessica Andrade,Loopy Godinez,116.0,-136.0,116.0,73.5294,2025-08-16,"Chicago, Illinois, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,4.51,0.49,0.9,2.96,0.41,4,5,36,0,0,2,4,0,2,0,8,Orthodox,157.48,154.94,115,2,0,0,6.37,0.48,0.3,2.1,0.54,4,12,61,4,0,2,6,6,3,0,17,Orthodox,154.94,157.48,115,33,31,-2,1,0,-9,-7,-25,-4,-6,-1,2.54,-2.54,-2,-1.86,0.6,0.86,,11.0,5.0,9.0,,5.0,,,,,,,,,,,,,11.0,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,250.0,120.0,1400.0,700.0,490.0,2200.0,0.3333333333333333,6.476666666666667,0.49333333333333335,2.233333333333333,0.5433333333333333,0.3,0.3333333333333333,4.276666666666667,0.48333333333333334,2.953333333333333,0.44999999999999996,0.9666666666666667,0.0,2.1999999999999993,-0.7200000000000002,0.0,121.33333333333333,0.0,221.0,0.0,-99.66666666666667,0,0.5,0.2222222222222222,0.2777777777777778,0.2222222222222222,0.1935483870967742,1.4340000000000002,2.1136,-0.6795999999999998
Chase Hooper,Alexander Hernandez,-375.0,300.0,26.6667,300.0,2025-08-16,"Chicago, Illinois, USA",USA,Blue,False,Lightweight,MALE,3,0,2,0,4.31,0.4,0.1,1.14,0.36,2,7,35,0,0,1,4,3,0,0,8,Orthodox,175.26,182.88,155,0,5,0,4.5,0.49,2.1,2.43,0.32,5,3,27,0,0,0,3,2,4,0,9,Southpaw,185.42,187.96,155,25,32,0,-3,-3,-1,4,8,0,1,-4,-10.16,-5.08,7,-0.19,-2.0,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch,1.0,4:58,298.0,200.0,600.0,175.0,3300.0,550.0,700.0,1.0,4.886666666666667,0.5100000000000001,1.7766666666666666,0.26666666666666666,2.233333333333333,0.6666666666666666,4.3566666666666665,0.4066666666666667,1.0499999999999998,0.32,0.1,0.33333333333333337,0.5300000000000002,0.7266666666666668,0.3333333333333333,366.3333333333333,0.3333333333333333,193.66666666666666,0.0,172.66666666666666,0,0.6,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.10714285714285714,2.8776,0.5104,2.3672000000000004
Edson Barboza,Drakkar Klose,-112.0,-104.0,89.2857,96.1538,2025-08-16,"Chicago, Illinois, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,4.25,0.55,0.0,1.49,0.26,4,3,30,0,0,1,6,2,0,0,9,Orthodox,175.26,177.8,155,1,0,0,4.14,0.44,0.1,0.43,0.5,4,12,81,0,1,1,7,9,0,0,18,Orthodox,180.34,190.5,155,39,37,0,0,0,-9,-9,-51,0,-7,0,-5.08,-12.7,-2,0.11,-0.1,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,240.0,220.0,5000.0,5000.0,1700.0,2000.0,0.6666666666666666,4.11,0.44,0.45,0.5,0.1,0.6666666666666666,4.37,0.55,1.58,0.26,0.0,0.0,-0.2599999999999998,-1.1300000000000001,0.6666666666666666,67.66666666666667,0.0,147.0,0.6666666666666666,-79.33333333333333,0,0.47368421052631576,0.2,0.27368421052631575,0.2,0.14634146341463414,0.315,0.3874,-0.07240000000000002
Karine Silva,Dione Barbosa,-200.0,168.0,50.0,168.0,2025-08-16,"Chicago, Illinois, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,2.27,0.45,1.9,2.23,0.42,2,1,8,0,0,0,1,0,2,0,3,Orthodox,167.64,167.64,125,1,0,0,2.48,0.39,1.5,2.3,0.5,5,1,11,0,0,0,1,0,4,0,5,Orthodox,165.1,170.18,125,31,33,-1,1,-3,-2,0,-3,0,0,-2,2.54,-2.54,2,-0.21,0.4,-0.07,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,130.0,290.0,2200.0,3500.0,3500.0,5000.0,0.6666666666666666,2.793333333333333,0.36000000000000004,3.323333333333333,0.6466666666666666,2.1,0.6666666666666666,1.9900000000000002,0.47,1.8966666666666665,0.32666666666666666,2.1,0.0,0.8033333333333328,1.4266666666666663,0.3333333333333333,237.66666666666666,0.0,112.66666666666667,0.3333333333333333,124.99999999999999,1,0.6666666666666666,0.5,0.16666666666666663,0.5,0.08333333333333333,2.65,2.8366,-0.18659999999999988
