R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_recent_won,R_recent_avg_SIG_STR_landed,R_recent_avg_SIG_STR_pct,R_recent_avg_TD_landed,R_recent_avg_TD_pct,R_recent_avg_SUB_ATT,B_recent_won,B_recent_avg_SIG_STR_landed,B_recent_avg_SIG_STR_pct,B_recent_avg_TD_landed,B_recent_avg_TD_pct,B_recent_avg_SUB_ATT,recent_won_dif,recent_sig_str_dif,recent_td_dif,R_avg_KD,R_avg_Ctrl_Sec,B_avg_KD,B_avg_Ctrl_Sec,avg_KD_dif,avg_Ctrl_Sec_dif,target,R_finish_rate,B_finish_rate,finish_rate_dif,B_upset_potential,R_finish_vulnerability,R_wrestling_score,B_wrestling_score,wrestling_score_dif
Alejandro Perez,Andre Soukhamthath,-165.0,145.0,60.6061,145.0,2017-08-05,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Bantamweight,MALE,3,1,0,0,46.0,0.39,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,135,1,0,0,37.2,0.356,0.2,0.4,0.166,2,2,10,1,0,0,1,2,0,0,3,Orthodox,167.64,170.18,135,27,28,0,0,-2,-3,1,-7,-1,-2,0,7.62,7.62,-1,8.8,-0.2,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,190.0,265.0,820.0,1045.0,335.0,555.0,0.6666666666666666,27.555566666666664,0.22399999999999998,0.6111,0.3056666666666667,0.6111,0.0,,,,,,0.6666666666666666,,,0.0,59.666666666666664,0.0,138.0,0.0,-78.33333333333334,1,0.5,0.0,0.5,0.0,0.18181818181818182,0.2664,0.0,0.2664
Bradley Scott,Jack Hermansson,240.0,-280.0,240.0,35.7143,2017-08-05,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Middleweight,MALE,3,0,1,0,41.6667,0.543,0.0,0.6667,0.387,1,1,6,0,0,0,1,1,0,0,2,Orthodox,185.42,195.58,185,0,1,0,44.8333,0.473,0.5,0.3333,0.075,1,3,15,1,0,1,0,0,2,0,3,Orthodox,185.42,193.04,170,28,29,0,0,0,-1,2,-9,-1,1,-2,0.0,2.54,-1,-3.1667,-0.5,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,400.0,126.0,620.0,570.0,985.0,365.0,0.6666666666666666,38.02223333333333,0.49266666666666664,0.4111,0.09000000000000001,0.6722333333333333,0.6666666666666666,69.5,0.49,0.75,0.12,0.0,0.0,-31.477766666666668,-0.3389,,,0.0,98.66666666666667,,,0,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.1875,0.5249975,0.2580129,0.2669846
Dustin Ortiz,Hector Sandoval,-175.0,155.0,57.1429,155.0,2017-08-05,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Flyweight,MALE,3,0,2,0,23.3333,0.503,0.6667,1.6667,0.177,2,1,5,0,0,0,1,1,0,0,2,Orthodox,157.48,162.56,125,1,0,0,41.2,0.438,0.1,2.5,0.307,2,5,29,0,0,3,0,2,0,0,5,Orthodox,165.1,165.1,125,28,31,1,2,0,-3,4,-24,0,-1,0,-7.62,-2.54,-3,-17.8667,0.5667,-0.8333,0.0,,12.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,0:15,15.0,-112.0,310.0,951.0,1470.0,1275.0,375.0,0.3333333333333333,46.369033333333334,0.46466666666666673,2.2956333333333334,0.29833333333333334,0.12633333333333333,0.6666666666666666,12.0,0.4075,0.5,0.04,0.5,-0.3333333333333333,34.369033333333334,1.7956333333333334,0.0,317.6666666666667,0.0,74.66666666666667,0.0,243.0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.8674999999999999,0.9617058999999999,-0.09420589999999995
Henry Briones,Rani Yahya,190.0,-230.0,190.0,43.4783,2017-08-05,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Bantamweight,MALE,3,1,0,0,20.75,0.413,1.25,2.5833,0.35,4,4,31,0,0,1,4,0,3,0,8,Orthodox,167.64,170.18,135,2,0,0,44.6667,0.43,0.3333,0.0,0.0,1,2,8,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,36,32,1,0,3,7,-2,23,0,0,2,-5.08,-5.08,4,-23.9167,0.9167,2.5833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kimura,1.0,2:01,121.0,330.0,203.0,1825.0,174.0,600.0,1335.0,0.0,32.75,0.4575,0.0,0.0,0.75,0.6666666666666666,16.942766666666667,0.4126666666666667,2.4164999999999996,0.351,1.4026666666666667,-0.6666666666666666,15.807233333333333,-2.4164999999999996,0.3333333333333333,12.0,0.0,314.0,0.3333333333333333,-302.0,0,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.2222222222222222,0.3333,2.154155,-1.820855
Jose Quinonez,Diego Rivas,-245.0,205.0,40.8163,205.0,2017-08-05,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Bantamweight,MALE,3,0,2,0,10.0,0.46,0.0,1.5,0.83,2,0,5,0,0,0,1,1,0,0,2,Orthodox,172.72,175.26,145,0,2,0,32.0,0.473,1.3333,3.0,0.653,2,1,7,1,0,0,1,0,1,0,2,Orthodox,172.72,175.26,135,27,25,0,0,0,0,1,-2,-1,1,-1,0.0,0.0,2,-22.0,-1.3333,-1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,170.0,520.0,245.0,615.0,660.0,725.0,1.0,29.0,0.42000000000000004,2.5,0.6875,2.0,1.0,15.0,0.37,2.0,0.66,0.0,0.0,14.0,0.5,0.6666666666666666,205.66666666666666,0.5,211.0,0.16666666666666663,-5.333333333333343,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.125,3.2923,1.2449999999999999,2.0473
Joseph Morales,Roberto Sanchez,100.0,-120.0,100.0,83.3333,2017-08-05,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,167.64,175.26,125,22,31,0,0,0,0,0,0,0,0,0,0.0,-7.62,-9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,450.0,257.0,410.0,295.0,385.0,1400.0,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,,
Alvaro Herrera,Jordan Rinaldi,185.0,-225.0,185.0,44.4444,2017-08-05,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Lightweight,MALE,3,1,0,0,18.0,0.31,1.0,2.0,0.28,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,1,0,0,8.0,0.45,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,155,27,29,0,0,-1,-1,0,0,0,-1,0,-5.08,-5.08,-2,10.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,490.0,252.0,1300.0,215.0,460.0,471.0,0.5,4.0,0.44,0.0,0.0,0.0,0.0,,,,,,0.5,,,,,0.0,232.0,,,0,0.5,0.0,0.5,0.0,0.25,0.0,1.56,-1.56
Tyron Woodley,Demian Maia,-220.0,180.0,45.4545,180.0,2017-07-29,"Anaheim, California, USA", USA,Red,True,Welterweight,MALE,5,0,7,0,21.36,0.553,0.96,2.4,0.405,7,6,65,1,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,0,1,0,30.0,0.544,0.2,0.5,0.25,3,3,25,3,1,1,0,5,0,0,7,Orthodox,175.26,187.96,170,35,39,0,6,4,12,-3,40,-2,-4,9,10.16,-5.08,-4,-8.64,0.76,1.9,0.0,1.0,0.0,,,,,,,,0.0,,,,,9.0,,,,,,,,1.0,,,,,,Red,U-DEC,,5.0,5:00,1500.0,300.0,675.0,2500.0,265.0,-120.0,1500.0,1.0,25.873,0.57,0.45766666666666667,0.17733333333333334,0.07406666666666667,1.0,21.95823333333333,0.533,2.3627333333333334,0.39233333333333337,0.9848333333333334,0.0,3.9147666666666723,-1.9050666666666667,1.0,142.66666666666666,0.0,445.3333333333333,1.0,-302.66666666666663,1,0.625,0.5,0.125,0.5,0.11538461538461539,0.325,1.932,-1.607
Cris Cyborg,Tonya Evinger,-1250.0,800.0,8.0,800.0,2017-07-29,"Anaheim, California, USA", USA,Red,True,Women's Featherweight,FEMALE,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,0,2,0,55.0,0.655,0.0,1.0,0.5,2,0,3,0,0,0,0,2,0,0,2,Orthodox,172.72,172.72,145,32,36,0,-2,-2,-2,0,-3,0,-2,0,-2.54,5.08,-4,-55.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,2300.0,,1200.0,,2000.0,1.0,26.0,0.65,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.5,,
Robbie Lawler,Donald Cerrone,-155.0,135.0,64.5161,135.0,2017-07-29,"Anaheim, California, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,43.2917,0.492,0.4167,0.7083,0.31,8,5,50,1,0,0,6,8,5,0,19,Orthodox,185.42,185.42,155,1,0,0,48.2941,0.459,0.0,0.9412,0.382,5,5,49,5,0,3,3,6,0,0,12,Southpaw,180.34,187.96,170,35,34,0,0,3,7,0,1,-4,2,5,5.08,-2.54,1,-5.0025,0.4167,-0.2328,0.0,6.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,6.0,,,,,,Red,U-DEC,,3.0,5:00,900.0,285.0,350.0,1600.0,575.0,175.0,475.0,0.6666666666666666,48.79403333333334,0.4543333333333333,1.0698666666666667,0.4343333333333333,0.0,0.6666666666666666,43.25813333333334,0.49366666666666664,0.7579000000000001,0.3233333333333333,0.4393,0.0,5.535899999999998,0.3119666666666666,0.6666666666666666,17.333333333333332,1.0,25.666666666666668,-0.33333333333333337,-8.333333333333336,1,0.46153846153846156,0.65,-0.18846153846153846,0.65,0.1,0.35953840000000004,0.6362730000000001,-0.27673460000000005
Jimi Manuwa,Volkan Oezdemir,-175.0,155.0,57.1429,155.0,2017-07-29,"Anaheim, California, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,2,0,43.5,0.58,0.0,0.0,0.0,2,0,4,0,0,1,0,1,0,0,2,Orthodox,187.96,190.5,205,0,2,0,27.625,0.555,0.25,0.375,0.125,3,2,15,0,0,0,1,3,0,2,6,Orthodox,185.42,200.66,205,37,27,0,0,-1,-4,2,-11,0,-4,0,2.54,-10.16,10,15.875,-0.25,-0.375,0.0,5.0,3.0,,,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,Red,KO/TKO,Punches,1.0,0:42,42.0,520.0,775.0,1250.0,950.0,-110.0,265.0,0.6666666666666666,32.07143333333334,0.5663333333333332,0.5095333333333333,0.17,0.21746666666666667,1.0,82.0,0.45,0.0,0.0,0.0,-0.33333333333333337,-49.92856666666666,0.5095333333333333,0.6666666666666666,27.666666666666668,0.5,42.5,0.16666666666666663,-14.833333333333332,0,0.42857142857142855,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.125,0.296875,0.0,0.296875
Ricardo Lamas,Jason Knight,-105.0,-115.0,95.2381,86.9565,2017-07-29,"Anaheim, California, USA", USA,Red,False,Featherweight,MALE,3,0,4,0,50.6,0.432,2.4,1.8,0.46,4,1,14,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,145,0,1,0,29.1818,0.45,0.7273,1.0909,0.265,4,3,26,1,0,0,3,2,3,0,8,Orthodox,172.72,180.34,145,35,25,0,3,0,-4,2,-12,-1,-1,-2,5.08,0.0,10,21.4182,1.6727,0.7091,0.0,15.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,15.0,,,,Red,KO/TKO,Punches,1.0,4:34,274.0,200.0,220.0,575.0,590.0,1050.0,435.0,0.6666666666666666,27.319433333333333,0.4343333333333333,1.1074,0.19433333333333333,0.7842666666666668,1.0,51.6111,0.4443333333333333,1.3055666666666668,0.2806666666666667,1.4722333333333335,-0.33333333333333337,-24.291666666666668,-0.19816666666666682,0.0,156.33333333333334,0.3333333333333333,200.66666666666666,-0.3333333333333333,-44.333333333333314,1,0.5555555555555556,0.4,0.15555555555555556,0.4,0.1111111111111111,1.0163885,3.2279999999999998,-2.2116115
Aljamain Sterling,Renan Barao,110.0,-130.0,110.0,76.9231,2017-07-29,"Anaheim, California, USA", USA,Red,False,Catch Weight,MALE,3,0,1,0,53.75,0.378,0.25,1.4167,0.248,7,3,37,6,0,0,4,2,3,0,9,Orthodox,167.64,177.8,135,0,1,0,47.1429,0.487,1.0,2.1429,0.494,4,2,20,0,0,0,2,1,2,0,5,Orthodox,170.18,180.34,135,27,30,0,0,3,4,-1,17,6,1,1,-2.54,-2.54,-3,6.6071,-0.75,-0.7262,0.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,13.0,,,,neither,U-DEC,,3.0,5:00,900.0,175.0,145.0,750.0,1000.0,700.0,625.0,0.3333333333333333,40.30556666666667,0.5093333333333333,2.5889,0.616,1.2722333333333333,0.3333333333333333,53.169033333333324,0.38066666666666665,1.2686666666666666,0.18266666666666667,0.302,0.0,-12.863466666666653,1.3202333333333336,0.0,197.66666666666666,0.0,81.66666666666667,0.0,115.99999999999999,1,0.5,0.5,0.0,0.5,0.09523809523809523,2.0585926,0.6013416,1.4572509999999999
Brian Ortega,Renato Moicano,160.0,-185.0,160.0,54.0541,2017-07-29,"Anaheim, California, USA", USA,Red,False,Featherweight,MALE,3,0,3,0,54.0,0.457,0.3333,1.0,0.3,3,0,8,0,0,2,0,0,1,0,3,Orthodox,180.34,182.88,145,0,3,0,33.75,0.37,1.25,0.25,0.083,3,1,10,0,0,0,0,2,1,0,3,Switch,172.72,175.26,145,26,28,0,0,0,0,1,-2,0,-2,0,7.62,7.62,-2,20.25,-0.9167,0.75,0.0,9.0,8.0,,,,,,,,,,8.0,,,,,,,,,,,,,9.0,,,,Red,SUB,Guillotine Choke,3.0,2:59,779.0,275.0,115.0,475.0,1000.0,900.0,900.0,1.0,16.444433333333333,0.44566666666666666,0.6111,0.20166666666666666,1.7222333333333335,1.0,47.0,0.4075,0.75,0.375,0.75,0.0,-30.555566666666667,-0.13890000000000002,0.6666666666666666,52.666666666666664,0.0,57.0,0.6666666666666666,-4.333333333333336,1,0.75,0.25,0.5,0.25,0.09090909090909091,1.27075,0.6333,0.6374500000000001
Andre Fili,Calvin Kattar,-175.0,155.0,57.1429,155.0,2017-07-29,"Anaheim, California, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,0,1,0,30.5714,0.356,0.1429,1.7143,0.553,1,3,15,0,0,0,2,2,0,0,4,Orthodox,180.34,187.96,145,27,29,0,-1,-1,-4,3,-15,0,-2,0,0.0,-5.08,-2,-30.5714,-0.1429,-1.7143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,160.0,600.0,420.0,1100.0,200.0,775.0,0.6666666666666666,31.755566666666667,0.35366666666666663,2.0277666666666665,0.5346666666666667,0.20556666666666668,,,,,,,,,,0.6666666666666666,51.333333333333336,,,,,0,0.4,0.0,0.4,0.0,0.1875,1.0909079,,
Kailin Curran,Alexandra Albu,155.0,-175.0,155.0,57.1429,2017-07-29,"Anaheim, California, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,42.0,0.67,1.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,157.48,160.02,115,2,0,0,36.4,0.41,0.6,1.6,0.5,1,4,12,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115,26,27,2,1,0,0,4,-10,0,0,0,-5.08,-5.08,-1,5.6,0.4,-1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,247.0,180.0,740.0,285.0,845.0,600.0,0.3333333333333333,43.8611,0.4633333333333333,2.7222333333333335,0.7360000000000001,0.3889,1.0,,,,,,-0.6666666666666667,,,0.0,170.33333333333334,,,,,0,0.5,0.5,0.0,0.5,0.3076923076923077,1.4,1.0,0.3999999999999999
Eric Shelton,Jarred Brooks,125.0,-145.0,125.0,68.9655,2017-07-29,"Anaheim, California, USA", USA,Blue,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,160.02,157.48,125,1,0,0,32.0,0.34,0.0,4.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,26,24,1,0,0,0,1,-3,0,0,0,-7.62,-15.24,2,-32.0,0.0,-4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,268.0,110.0,854.0,869.0,605.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,172.0,,,,,0,0.0,0.0,0.0,0.0,0.25,1.32,,
Joshua Burkman,Drew Dober,255.0,-310.0,255.0,32.2581,2017-07-29,"Anaheim, California, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,27.125,0.32,0.125,0.625,0.044,2,5,16,0,0,0,1,1,1,0,3,Southpaw,172.72,177.8,155,3,0,0,31.0588,0.516,0.2353,2.0,0.403,2,11,43,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,170,37,28,2,0,0,-3,6,-27,0,0,0,-5.08,-5.08,9,-3.9338,-0.1103,-1.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:04,184.0,485.0,137.0,650.0,433.0,1250.0,365.0,0.0,32.12203333333333,0.49266666666666664,2.1559666666666666,0.4346666666666667,0.2674666666666667,0.6666666666666666,27.9349,0.2936666666666667,0.5158666666666667,0.036000000000000004,0.1698666666666667,-0.6666666666666666,4.187133333333328,1.6401,0.0,93.33333333333333,0.6666666666666666,132.0,-0.6666666666666666,-38.66666666666667,0,0.2857142857142857,0.5,-0.2142857142857143,0.5,0.25,1.0413000000000001,0.1525,0.8888000000000001
Chris Weidman,Kelvin Gastelum,135.0,-155.0,135.0,64.5161,2017-07-22,"Uniondale, New York, USA", USA,Red,False,Middleweight,MALE,5,1,0,0,49.4545,0.454,0.1818,0.8182,0.287,5,3,28,1,0,2,2,2,2,0,8,Southpaw,175.26,180.34,185,3,0,0,30.0833,0.466,0.6667,2.4167,0.648,9,3,29,5,0,0,3,4,2,0,9,Orthodox,187.96,198.12,185,33,25,2,0,-4,-1,0,-1,-4,-2,0,-12.7,-17.78,8,19.3712,-0.4848,-1.5985,0.0,8.0,5.0,,,,,,,5.0,,,,,,,,,,,,,8.0,,,,,,,Red,SUB,Arm Triangle,3.0,3:45,825.0,400.0,325.0,600.0,556.0,425.0,200.0,0.0,32.41213333333334,0.47700000000000004,2.3353333333333333,0.6886666666666666,0.7047333333333333,0.6666666666666666,43.96033333333333,0.42966666666666664,1.0416666666666667,0.36766666666666664,0.2526333333333333,-0.6666666666666666,-11.548199999999994,1.2936666666666665,0.0,164.66666666666666,1.0,44.333333333333336,-1.0,120.33333333333331,1,0.6,0.4444444444444444,0.15555555555555556,0.4444444444444444,0.1,2.2327216,0.4166234,1.8160982
Dennis Bermudez,Darren Elkins,-210.0,175.0,47.619,175.0,2017-07-22,"Uniondale, New York, USA", USA,Blue,False,Featherweight,MALE,3,0,4,0,34.9375,0.324,1.125,2.125,0.353,5,4,40,0,0,1,8,3,0,0,12,Orthodox,177.8,180.34,145,1,0,0,45.6154,0.458,0.9231,2.9231,0.428,7,4,30,1,0,2,4,1,2,0,9,Orthodox,167.64,167.64,155,30,33,1,4,-2,3,0,10,-1,2,-2,10.16,12.7,-3,-10.6779,0.2019,-0.7981,0.0,12.0,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,12.0,,,,Red,S-DEC,,3.0,5:00,900.0,-120.0,375.0,950.0,900.0,525.0,575.0,0.6666666666666666,47.29243333333333,0.434,3.022233333333333,0.4496666666666667,1.0636333333333334,1.0,33.7597,0.29233333333333333,2.0101333333333335,0.34733333333333327,1.2184333333333333,-0.33333333333333337,13.532733333333326,1.0120999999999993,0.0,235.66666666666666,0.3333333333333333,437.0,-0.3333333333333333,-201.33333333333334,0,0.3,0.23076923076923078,0.0692307692307692,0.23076923076923078,0.12903225806451613,2.1741868,1.875125,0.29906180000000027
Patrick Cummins,Gian Villante,175.0,-210.0,175.0,47.619,2017-07-22,"Uniondale, New York, USA", USA,Red,False,Light Heavyweight,MALE,3,1,0,0,45.5,0.467,0.0,0.5,0.225,2,5,25,0,0,1,0,4,0,0,5,Orthodox,190.5,193.04,205,0,1,0,39.5556,0.508,0.1111,3.6667,0.393,3,4,19,0,0,0,3,2,0,0,5,Orthodox,187.96,193.04,205,36,31,-1,-1,-1,0,-1,6,0,2,0,2.54,0.0,5,5.9444,-0.1111,-3.1667,0.0,13.0,12.0,,,,,,12.0,,,,,,,,,,,,,13.0,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,250.0,375.0,1250.0,1600.0,500.0,120.0,0.3333333333333333,37.91866666666667,0.521,4.123,0.4326666666666667,0.14486666666666667,0.3333333333333333,44.076699999999995,0.4796666666666667,0.6316333333333334,0.28400000000000003,0.0,0.0,-6.158033333333329,3.491366666666667,0.0,185.0,0.3333333333333333,14.0,-0.3333333333333333,171.0,1,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.2,1.5521131000000001,0.1125,1.4396131
Jimmie Rivera,Thomas Almeida,-185.0,160.0,54.0541,160.0,2017-07-22,"Uniondale, New York, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,41.6667,0.463,0.0,0.0,0.0,4,1,10,0,0,0,1,4,0,0,5,Southpaw,170.18,177.8,135,0,4,0,52.5,0.433,0.0,0.75,0.125,4,0,10,0,0,1,2,1,0,0,4,Orthodox,162.56,172.72,135,28,25,0,-3,0,1,-1,0,0,3,0,7.62,5.08,3,-10.8333,0.0,-0.75,0.0,9.0,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,9.0,,,Red,U-DEC,,3.0,5:00,900.0,140.0,450.0,1250.0,1350.0,280.0,310.0,1.0,40.833333333333336,0.49900000000000005,0.3333333333333333,0.05566666666666667,0.0,0.6666666666666666,49.961099999999995,0.46166666666666667,0.0,0.0,0.0,0.33333333333333337,-9.127766666666659,0.3333333333333333,0.0,46.666666666666664,0.6666666666666666,3.6666666666666665,-0.6666666666666666,43.0,1,0.2,0.6666666666666666,-0.4666666666666666,0.6666666666666666,0.0,0.09375,0.0,0.09375
Lyman Good,Elizeu Zaleski dos Santos,-150.0,130.0,66.6667,130.0,2017-07-22,"Uniondale, New York, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,54.3333,0.4,1.0,0.3333,0.333,2,1,9,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,170,0,1,0,55.0,0.51,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,170,32,30,0,1,1,1,-1,7,0,0,0,-2.54,-2.54,2,-0.6667,1.0,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,140.0,280.0,1250.0,925.0,365.0,575.0,1.0,,,,,,0.6666666666666666,60.75,0.445,0.0,0.0,0.25,0.33333333333333337,,,1.0,26.0,0.0,94.66666666666667,1.0,-68.66666666666667,0,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.0,0.0,1.1109889,-1.1109889
Rafael Natal,Eryk Anders,-105.0,-115.0,95.2381,86.9565,2017-07-22,"Uniondale, New York, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,190.5,185,2,0,0,40.125,0.468,0.4375,2.25,0.273,4,7,43,0,0,2,5,1,1,0,9,Orthodox,182.88,193.04,185,34,30,2,0,-4,-9,7,-43,0,-1,-1,2.54,-2.54,4,-40.125,-0.4375,-2.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:54,174.0,350.0,330.0,480.0,1250.0,360.0,200.0,0.3333333333333333,41.205000000000005,0.47933333333333333,2.4776333333333334,0.298,0.5017333333333333,,,,,,,,,,0.3333333333333333,110.33333333333333,,,,,0,0.2,0.0,0.2,0.0,0.1590909090909091,1.0517500000000002,,
